Time,rep1,rep2,rep3,rep4
50.81995,-0.06367999,-0.06214943,-0.0575197,-0.0599213
50.93995,-0.06372539,-0.06216093,-0.0575566,-0.0598764
51.05995,-0.06379749,-0.06225533,-0.0575205,-0.0599002
51.17995,-0.06378109,-0.06226883,-0.0574946,-0.0599412
51.29995,-0.06374699,-0.06227383,-0.0575093,-0.059954
51.41995,-0.06375739,-0.06215603,-0.0575329,-0.059945
51.53995,-0.06375309,-0.06222553,-0.0575477,-0.0599033
51.65995,-0.06380849,-0.06223823,-0.0575661,-0.0599372
51.77995,-0.06383969,-0.06225413,-0.0575573,-0.0600993
51.89995,-0.06384299,-0.06224403,-0.0575377,-0.0600375
52.01995,-0.06372779,-0.06223433,-0.0575157,-0.0599721
52.13995,-0.06375219,-0.06219343,-0.057568,-0.059997
52.25995,-0.06377089,-0.06223533,-0.0575988,-0.0599496
52.37995,-0.06382549,-0.06231913,-0.057573,-0.0599804
52.49995,-0.06386209,-0.06231203,-0.0575428,-0.0600378
52.61995,-0.06383589,-0.06227833,-0.0575477,-0.0600257
52.73995,-0.06381269,-0.06228583,-0.0576057,-0.0600252
52.85995,-0.06381859,-0.06226393,-0.0576421,-0.0599756
52.97995,-0.06388249,-0.06237683,-0.0576086,-0.0599536
53.09995,-0.06389779,-0.06239453,-0.0575642,-0.0600122
53.21995,-0.06384159,-0.06236673,-0.0575618,-0.0600724
53.33995,-0.06386369,-0.06230423,-0.0576448,-0.0600686
53.45995,-0.06383609,-0.06230863,-0.0577549,-0.0599908
53.57995,-0.06389859,-0.06235383,-0.0576198,-0.059994
53.69995,-0.06393489,-0.06242493,-0.0575695,-0.0600225
53.81995,-0.06392379,-0.06239973,-0.0575429,-0.0600742
53.93995,-0.06389689,-0.06234133,-0.0575945,-0.0600529
54.05995,-0.06389429,-0.06234303,-0.0576624,-0.060022
54.17995,-0.06393119,-0.06236993,-0.0576432,-0.059992
54.29995,-0.06393119,-0.06241633,-0.0576102,-0.0599847
54.41995,-0.06391419,-0.06244433,-0.0575681,-0.0600481
54.53995,-0.06387299,-0.06240123,-0.0576161,-0.0600498
54.65995,-0.06389509,-0.06237473,-0.0576286,-0.0600349
54.77995,-0.06392059,-0.06241423,-0.0577289,-0.0599822
54.89995,-0.06395799,-0.06243123,-0.0575588,-0.0599985
55.01995,-0.06392059,-0.06242273,-0.0575376,-0.0600455
55.13995,-0.06392969,-0.06239843,-0.0575786,-0.0600951
55.25995,-0.06389519,-0.06240353,-0.0576644,-0.060109
55.37994,-0.06393419,-0.06241163,-0.0576899,-0.0600614
55.49994,-0.06394229,-0.06245143,-0.0576146,-0.0600155
55.61994,-0.06398839,-0.06245473,-0.0575741,-0.0600088
55.73994,-0.06400859,-0.06241913,-0.0575597,-0.0600919
55.85994,-0.06389559,-0.06238173,-0.0575969,-0.0600916
55.97994,-0.06390449,-0.06241323,-0.057639,-0.0601187
56.09994,-0.06392009,-0.06239953,-0.0576456,-0.0602103
56.21994,-0.06393919,-0.06241813,-0.0576055,-0.0601441
56.33994,-0.06400069,-0.06247683,-0.0575807,-0.0601231
56.45994,-0.06393879,-0.06242243,-0.0575867,-0.0601308
56.57994,-0.06392719,-0.06241903,-0.0576386,-0.0601238
56.69994,-0.06392589,-0.06244293,-0.0576741,-0.0600716
56.81994,-0.06401279,-0.06250463,-0.057604,-0.0602363
56.93994,-0.06404529,-0.06251773,-0.0576277,-0.0603102
57.05994,-0.06397769,-0.06249123,-0.0578246,-0.0601673
57.17994,-0.06388959,-0.06243763,-0.0577199,-0.0601846
57.29994,-0.06392369,-0.06250763,-0.0576601,-0.0601007
57.41994,-0.06399999,-0.06254353,-0.0576804,-0.0601641
57.53994,-0.06401039,-0.06253313,-0.0576586,-0.0600514
57.65994,-0.06398699,-0.06252283,-0.0576696,-0.0601384
57.77994,-0.06401569,-0.06250023,-0.0576622,-0.0600967
57.89994,-0.06398689,-0.06259113,-0.057671,-0.0600988
58.01994,-0.06417469,-0.06270483,-0.0576626,-0.0601337
58.13994,-0.06418669,-0.06256643,-0.0575697,-0.0601398
58.25994,-0.06403689,-0.06255143,-0.0576294,-0.0601965
58.37994,-0.06399649,-0.06250973,-0.0576693,-0.0601994
58.49994,-0.06398629,-0.06248503,-0.0577115,-0.0601787
58.61994,-0.06404039,-0.06258333,-0.0576978,-0.0601589
58.73994,-0.06412069,-0.06260483,-0.0576506,-0.0601073
58.85994,-0.06411669,-0.06257943,-0.0576448,-0.0601161
58.97994,-0.06409859,-0.06251163,-0.0576693,-0.0601457
59.09994,-0.06409059,-0.06245403,-0.0577171,-0.0601278
59.21994,-0.06404869,-0.06248003,-0.0577307,-0.0601217
59.33994,-0.06413079,-0.06255613,-0.0577252,-0.0600991
59.45994,-0.06412019,-0.06253383,-0.0576532,-0.0601381
59.57994,-0.06410909,-0.06254183,-0.057658,-0.0601737
59.69994,-0.06404279,-0.06251503,-0.057731,-0.0601534
59.81994,-0.06406679,-0.06254283,-0.0578173,-0.0601839
59.93994,-0.06410689,-0.06254253,-0.0577067,-0.060133
60.05994,-0.06414629,-0.06259753,-0.0576796,-0.0601684
60.17994,-0.06415329,-0.06257793,-0.0576508,-0.0601864
60.29994,-0.06408699,-0.06258063,-0.0577113,-0.0601674
60.41994,-0.06416049,-0.06252913,-0.0577511,-0.0601773
60.53994,-0.06426059,-0.06251493,-0.0577358,-0.0601504
60.65994,-0.06414699,-0.06257953,-0.0576884,-0.0601545
60.77994,-0.06408029,-0.06264683,-0.0577049,-0.060161
60.89994,-0.06407469,-0.06260433,-0.0577011,-0.0602399
61.01994,-0.06407549,-0.06251973,-0.0577542,-0.060191
61.13994,-0.06414089,-0.06254123,-0.0577357,-0.0601757
61.25994,-0.06410599,-0.06260533,-0.0577213,-0.0601852
61.37994,-0.06416079,-0.06259213,-0.0576892,-0.0601585
61.49994,-0.06415649,-0.06259963,-0.0577111,-0.0602192
61.61994,-0.06405829,-0.06255143,-0.0577576,-0.0602035
61.73994,-0.06403849,-0.06254483,-0.057769,-0.0601854
61.85994,-0.06407219,-0.06255813,-0.0577291,-0.0601908
61.97994,-0.06416379,-0.06258873,-0.0577953,-0.0602078
62.09994,-0.06418799,-0.06261213,-0.0578064,-0.0602593
62.21994,-0.06410939,-0.06265403,-0.0577906,-0.0602591
62.33994,-0.06406589,-0.06255933,-0.0577226,-0.0602691
62.45994,-0.06406139,-0.06258533,-0.0576907,-0.0602642
62.57994,-0.06415319,-0.06265273,-0.0575944,-0.0603082
62.69994,-0.06411799,-0.06263663,-0.0576764,-0.0601882
62.81994,-0.06408349,-0.06263253,-0.0577837,-0.0602227
62.93994,-0.06404389,-0.06263763,-0.0577634,-0.0602948
63.05994,-0.06407099,-0.06268723,-0.0577796,-0.0602265
63.17994,-0.06409369,-0.06268953,-0.057726,-0.0601764
63.29994,-0.06413969,-0.06269813,-0.0577486,-0.0602474
63.41994,-0.06415629,-0.06269503,-0.0577869,-0.0602352
63.53994,-0.06410819,-0.06260993,-0.0577604,-0.0602702
63.65994,-0.06408769,-0.06267793,-0.057741,-0.0602558
63.77994,-0.06407919,-0.06268303,-0.0576827,-0.0601904
63.89994,-0.06413829,-0.06274933,-0.0576944,-0.0602168
64.01994,-0.06416489,-0.06269553,-0.0577477,-0.0602688
64.13994,-0.06408499,-0.06265993,-0.057763,-0.060305
64.25994,-0.06409019,-0.06266453,-0.0577569,-0.0603619
64.37994,-0.06410529,-0.06265913,-0.0577429,-0.0602569
64.49994,-0.06416459,-0.06270443,-0.0577222,-0.0602055
64.61994,-0.06415499,-0.06270183,-0.0577714,-0.0602251
64.73994,-0.06411509,-0.06265853,-0.0577731,-0.0602919
64.85994,-0.06408279,-0.06262413,-0.057812,-0.0603052
64.97994,-0.06409699,-0.06261673,-0.0577498,-0.0602714
65.09994,-0.06411819,-0.06270113,-0.0576949,-0.0602343
65.21994,-0.06416659,-0.06269053,-0.0576743,-0.060263
65.33993,-0.06423679,-0.06268473,-0.0577518,-0.0603188
65.45993,-0.06418239,-0.06262933,-0.0577589,-0.0603559
65.57993,-0.06410539,-0.06264923,-0.0577484,-0.0603368
65.69993,-0.06408979,-0.06269053,-0.0576858,-0.0602649
65.81993,-0.06418829,-0.06267923,-0.057717,-0.0602767
65.93993,-0.06418409,-0.06269533,-0.057746,-0.0602718
66.05993,-0.06417859,-0.06264723,-0.0577512,-0.060285
66.17993,-0.06412829,-0.06270313,-0.0577471,-0.060302
66.29993,-0.06413759,-0.06267443,-0.0576573,-0.0602211
66.41993,-0.06417879,-0.06273693,-0.0576805,-0.060249
66.53993,-0.06415579,-0.06271233,-0.0577412,-0.0602191
66.65993,-0.06415339,-0.06270763,-0.057733,-0.0602358
66.77993,-0.06421479,-0.06268673,-0.0577378,-0.0602589
66.89993,-0.06418929,-0.06269773,-0.0576926,-0.0602522
67.01993,-0.06421599,-0.06268263,-0.05766,-0.0602186
67.13993,-0.06425749,-0.06271353,-0.0577093,-0.0602028
67.25993,-0.06420469,-0.06267863,-0.0577133,-0.0602609
67.37993,-0.06414849,-0.06269033,-0.057724,-0.0602633
67.49993,-0.06414619,-0.06266953,-0.0576821,-0.0602193
67.61993,-0.06420469,-0.06275453,-0.0576346,-0.0602895
67.73993,-0.06425879,-0.06270753,-0.0576943,-0.0602079
67.85993,-0.06429169,-0.06272033,-0.0577152,-0.060249
67.97993,-0.06427419,-0.06268143,-0.0577076,-0.0602774
68.09993,-0.06422159,-0.06271863,-0.0577053,-0.0602673
68.21993,-0.06426999,-0.06275853,-0.0576748,-0.0602378
68.33993,-0.06420329,-0.06274133,-0.0576914,-0.0602208
68.45993,-0.06423809,-0.06276573,-0.0577474,-0.0602721
68.57993,-0.06420969,-0.06274233,-0.0577481,-0.0603338
68.69993,-0.06419479,-0.06272233,-0.0577243,-0.0603044
68.81993,-0.06417389,-0.06271513,-0.0576912,-0.0603049
68.93993,-0.06425569,-0.06277853,-0.057677,-0.0602512
69.05993,-0.06429489,-0.06280023,-0.0577054,-0.0602397
69.17993,-0.06427869,-0.06273833,-0.0577197,-0.0603029
69.29993,-0.06423579,-0.06271153,-0.0576922,-0.0603071
69.41993,-0.06423239,-0.06272603,-0.0576761,-0.0602987
69.53993,-0.06428429,-0.06277323,-0.0576666,-0.0602314
69.65993,-0.06426369,-0.06278633,-0.057692,-0.0602369
69.77993,-0.06426479,-0.06292463,-0.0577233,-0.0602792
69.89993,-0.06424069,-0.06303893,-0.0577606,-0.0603436
70.01993,-0.06420939,-0.06275233,-0.0578294,-0.0603382
70.13993,-0.06425979,-0.06277213,-0.057694,-0.0602851
70.25993,-0.06430109,-0.06279453,-0.0577061,-0.060291
70.37993,-0.06432459,-0.06280693,-0.0577782,-0.0603022
70.49993,-0.06433369,-0.06274663,-0.057795,-0.0603356
70.61993,-0.06429539,-0.06277793,-0.0577563,-0.0603401
70.73993,-0.06423809,-0.06279613,-0.0577101,-0.0603123
70.85993,-0.06426089,-0.06280163,-0.0577441,-0.0602861
70.97993,-0.06429689,-0.06280593,-0.0577847,-0.0602824
71.09993,-0.06428479,-0.06280793,-0.0578068,-0.0603322
71.21993,-0.06422619,-0.06277773,-0.0577745,-0.0603608
71.33993,-0.06419289,-0.06287283,-0.057728,-0.0603697
71.45993,-0.06422739,-0.06282153,-0.0577562,-0.0602965
71.57993,-0.06430609,-0.06285493,-0.0577313,-0.0602633
71.69993,-0.06428359,-0.06290303,-0.0577961,-0.0602878
71.81993,-0.06428139,-0.06277433,-0.0578147,-0.0603561
71.93993,-0.06423339,-0.06278373,-0.0579499,-0.0603256
72.05993,-0.06427249,-0.06281683,-0.0580054,-0.0603085
72.17993,-0.06432639,-0.06288063,-0.0579619,-0.0603053
72.29993,-0.06432919,-0.06285843,-0.0579745,-0.0602859
72.41993,-0.06426289,-0.06288093,-0.0577386,-0.0604541
72.53993,-0.06422639,-0.06281693,-0.0577324,-0.0604419
72.65993,-0.06423339,-0.06283643,-0.0577057,-0.0604234
72.77993,-0.06430079,-0.06289363,-0.0576976,-0.0603011
72.89993,-0.06441849,-0.06285983,-0.0577743,-0.0603105
73.01993,-0.06430109,-0.06284383,-0.0577904,-0.0603426
73.13993,-0.06426079,-0.06287363,-0.0577226,-0.0603826
73.25993,-0.06419699,-0.06282343,-0.0576927,-0.0603426
73.37993,-0.06421039,-0.06284003,-0.0576974,-0.0603195
73.49993,-0.06429179,-0.06285753,-0.0577754,-0.0603186
73.61993,-0.06428159,-0.06282533,-0.0577902,-0.060357
73.73993,-0.06426569,-0.06280233,-0.0577341,-0.0604673
73.85993,-0.06419549,-0.06282333,-0.0576933,-0.0603657
73.97993,-0.06420229,-0.06284243,-0.0577132,-0.0603184
74.09993,-0.06421519,-0.06285013,-0.0577229,-0.0602898
74.21993,-0.06427149,-0.06285043,-0.0577341,-0.0603145
74.33993,-0.06424359,-0.06280733,-0.0577241,-0.060333
74.45993,-0.06421279,-0.06280413,-0.0576817,-0.0603683
74.57993,-0.06421409,-0.06282953,-0.0576741,-0.0603388
74.69993,-0.06426859,-0.06282083,-0.0576924,-0.0603144
74.81993,-0.06428319,-0.06283333,-0.0577818,-0.0602652
74.93993,-0.06427419,-0.06278093,-0.0577378,-0.0603368
75.05993,-0.06428479,-0.06276543,-0.057768,-0.0603072
75.17992,-0.06428329,-0.06275623,-0.0577824,-0.0603254
75.29992,-0.06427619,-0.06282243,-0.0577394,-0.0602537
75.41992,-0.06429809,-0.06281223,-0.0577781,-0.0602773
75.53992,-0.06426079,-0.06278723,-0.057778,-0.0603176
75.65992,-0.06427959,-0.06272833,-0.0577793,-0.0603756
75.77992,-0.06422939,-0.06276403,-0.0577175,-0.0603538
75.89992,-0.06419469,-0.06282183,-0.0577226,-0.0603273
76.01992,-0.06426369,-0.06285863,-0.057774,-0.0603524
76.13992,-0.06432149,-0.06285493,-0.0577609,-0.0603324
76.25992,-0.06423729,-0.06281733,-0.0577699,-0.0603341
76.37992,-0.06425719,-0.06281623,-0.0577059,-0.0603922
76.49992,-0.06424499,-0.06283183,-0.0577351,-0.0603541
76.61992,-0.06420159,-0.06291073,-0.0577325,-0.0603243
76.73992,-0.06427059,-0.06288783,-0.0577751,-0.0603447
76.85992,-0.06431749,-0.06286863,-0.0577745,-0.0603632
76.97992,-0.06427619,-0.06275503,-0.0577279,-0.0603669
77.09992,-0.06422219,-0.06280873,-0.0577146,-0.0603847
77.21992,-0.06429629,-0.06304213,-0.0577354,-0.06031
77.33992,-0.06432399,-0.06291593,-0.0577766,-0.0603503
77.45992,-0.06425419,-0.06282953,-0.0578218,-0.0603456
77.57992,-0.06427219,-0.06274763,-0.0577623,-0.0603543
77.69992,-0.06423239,-0.06277583,-0.0576982,-0.0604955
77.81992,-0.06426379,-0.06279053,-0.0577308,-0.0604096
77.93992,-0.06431779,-0.06287293,-0.0578082,-0.0603604
78.05992,-0.06439569,-0.06284053,-0.0577939,-0.0603337
78.17992,-0.06434809,-0.06281883,-0.0578029,-0.0603861
78.29992,-0.06433619,-0.06287443,-0.0577364,-0.0604511
78.41992,-0.06430959,-0.06282883,-0.0578205,-0.060391
78.53992,-0.06431339,-0.06289303,-0.0579891,-0.0603653
78.65992,-0.06436939,-0.06287213,-0.0578222,-0.0603847
78.77992,-0.06435739,-0.06282023,-0.0577722,-0.0604337
78.89992,-0.06433979,-0.06279423,-0.0577527,-0.0604546
79.01992,-0.06426359,-0.06277883,-0.0577138,-0.0603955
79.13992,-0.06430289,-0.06285053,-0.0578304,-0.0603902
79.25992,-0.06433939,-0.06286473,-0.0578808,-0.0603698
79.37992,-0.06439279,-0.06279243,-0.0577772,-0.0604582
79.49992,-0.06438899,-0.06282803,-0.0577909,-0.06042
79.61992,-0.06430219,-0.06284923,-0.0577682,-0.0604409
79.73992,-0.06432139,-0.06283803,-0.0578523,-0.0604361
79.85992,-0.06432509,-0.06286723,-0.0578437,-0.0604054
79.97992,-0.06435669,-0.06283923,-0.0578046,-0.0604252
80.09992,-0.06443259,-0.06279903,-0.0577682,-0.0604592
80.21992,-0.06430659,-0.06280683,-0.0578039,-0.0604462
80.33992,-0.06423569,-0.06279453,-0.0577689,-0.0603932
80.45992,-0.06426579,-0.06287553,-0.0578431,-0.0603789
80.57992,-0.06434209,-0.06288843,-0.0578531,-0.0603365
80.69992,-0.06434929,-0.06285563,-0.0578488,-0.0603643
80.81992,-0.06430119,-0.06282133,-0.0578186,-0.0603501
80.93992,-0.06429369,-0.06285753,-0.0578041,-0.0603883
81.05992,-0.06424099,-0.06288263,-0.0578133,-0.060365
81.17992,-0.06424569,-0.06289283,-0.0578399,-0.0603771
81.29992,-0.06444199,-0.06285563,-0.0578405,-0.0604199
81.41992,-0.06432329,-0.06279133,-0.0577594,-0.0604685
81.53992,-0.06430479,-0.06280963,-0.0577344,-0.0604468
81.65992,-0.06437529,-0.06283593,-0.0577669,-0.0603803
81.77992,-0.06427369,-0.06286693,-0.0578234,-0.0603653
81.89992,-0.06431039,-0.06290543,-0.0577932,-0.060408
82.01992,-0.06428669,-0.06281753,-0.0577371,-0.0606298
82.13992,-0.06427929,-0.06284103,-0.0577385,-0.0605243
82.25992,-0.06429909,-0.06284233,-0.0577494,-0.0604487
82.37992,-0.06442349,-0.06290603,-0.0577848,-0.0604231
82.49992,-0.06428829,-0.06292703,-0.0579946,-0.0604138
82.61992,-0.06436339,-0.06292213,-0.0578353,-0.060473
82.73992,-0.06436699,-0.06286803,-0.0577327,-0.0605062
82.85992,-0.06434109,-0.06286333,-0.0577531,-0.0605575
82.97992,-0.06439999,-0.06292183,-0.0578238,-0.0603995
83.09992,-0.06438349,-0.06291093,-0.0578575,-0.0603802
83.21992,-0.06442789,-0.06289313,-0.0578373,-0.0603772
83.33992,-0.06443889,-0.06292653,-0.0577457,-0.060447
83.45992,-0.06427099,-0.06290603,-0.0577277,-0.0604456
83.57992,-0.06423099,-0.06287203,-0.0577614,-0.0603796
83.69992,-0.06427199,-0.06292553,-0.0577764,-0.0603731
83.81992,-0.06433229,-0.06288353,-0.0577747,-0.0603929
83.93992,-0.06440699,-0.06287133,-0.0577076,-0.0604557
84.05992,-0.06434729,-0.06286423,-0.0577349,-0.0604422
84.17992,-0.06436159,-0.06286723,-0.057731,-0.0604577
84.29992,-0.06434019,-0.06289373,-0.0577752,-0.0603901
84.41992,-0.06440809,-0.06293163,-0.0577845,-0.0604098
84.53992,-0.06438539,-0.06289053,-0.0577473,-0.0604272
84.65992,-0.06436079,-0.06290663,-0.0577482,-0.0604737
84.77992,-0.06432649,-0.06287253,-0.0577616,-0.0604817
84.89992,-0.06431539,-0.06292153,-0.0578067,-0.0604357
85.01991,-0.06437909,-0.06293433,-0.0578046,-0.0603867
85.13991,-0.06438899,-0.06291803,-0.0578466,-0.0604032
85.25991,-0.06437569,-0.06286773,-0.0577805,-0.0605119
85.37991,-0.06429499,-0.06288083,-0.0577374,-0.0604689
85.49991,-0.06433289,-0.06289413,-0.057791,-0.0604553
85.61991,-0.06431299,-0.06288833,-0.0578168,-0.0604111
85.73991,-0.06437659,-0.06289243,-0.0578297,-0.0604259
85.85991,-0.06435019,-0.06285873,-0.0577864,-0.0604639
85.97991,-0.06432089,-0.06283693,-0.0577756,-0.0604914
86.09991,-0.06431329,-0.06286023,-0.0577861,-0.0604658
86.21991,-0.06458649,-0.06289723,-0.0578032,-0.0604483
86.33991,-0.06461219,-0.06289513,-0.0577938,-0.060497
86.45991,-0.06460479,-0.06283483,-0.0577408,-0.0604604
86.57991,-0.06461889,-0.06285523,-0.0577256,-0.0604934
86.69991,-0.06436359,-0.06287643,-0.0577513,-0.0604815
86.81991,-0.06435009,-0.06290823,-0.0578022,-0.0604335
86.93991,-0.06439959,-0.06292653,-0.0577767,-0.0604218
87.05991,-0.06441029,-0.06289553,-0.0577551,-0.0604776
87.17991,-0.06436129,-0.06281803,-0.0577331,-0.060493
87.29991,-0.06434209,-0.06287923,-0.0577448,-0.0604839
87.41991,-0.06442529,-0.06288203,-0.057792,-0.0604668
87.53991,-0.06434479,-0.06286923,-0.0577937,-0.0604301
87.65991,-0.06436899,-0.06287243,-0.0577789,-0.0604094
87.77991,-0.06438059,-0.06284973,-0.0577313,-0.0604963
87.89991,-0.06436099,-0.06282003,-0.0577568,-0.0606095
88.01991,-0.06428529,-0.06286523,-0.0577618,-0.0604968
88.13991,-0.06431769,-0.06285663,-0.057807,-0.060432
88.25991,-0.06435909,-0.06285243,-0.0577897,-0.0604347
88.37991,-0.06433979,-0.06279953,-0.0577744,-0.0604922
88.49991,-0.06436569,-0.06281823,-0.0577907,-0.0605427
88.61991,-0.06429199,-0.06279853,-0.0577798,-0.0605387
88.73991,-0.06428869,-0.06287113,-0.0577983,-0.0605139
88.85991,-0.06432129,-0.06286073,-0.0578233,-0.0605038
88.97991,-0.06440039,-0.06282453,-0.0578033,-0.0604881
89.09991,-0.06435159,-0.06289003,-0.0577477,-0.0605116
89.21991,-0.06428609,-0.06281783,-0.0577582,-0.0604987
89.33991,-0.06428179,-0.06290253,-0.0578015,-0.0605633
89.45991,-0.06431299,-0.06288723,-0.0578184,-0.0604394
89.57991,-0.06433789,-0.06286933,-0.0577922,-0.0604446
89.69991,-0.06433809,-0.06283713,-0.0577444,-0.0604712
89.81991,-0.06434399,-0.06283093,-0.0577907,-0.0604832
89.93991,-0.06428199,-0.06285673,-0.0578158,-0.0604478
90.05991,-0.06429029,-0.06289643,-0.0578064,-0.0604339
90.17991,-0.06433889,-0.06289463,-0.0578927,-0.0605122
90.29991,-0.06434579,-0.06285673,-0.0578642,-0.0604805
90.41991,-0.06434349,-0.06283733,-0.0577817,-0.0605042
90.53991,-0.06428799,-0.06287853,-0.0578166,-0.0604946
90.65991,-0.06429159,-0.06291973,-0.0578353,-0.0604826
90.77991,-0.06431709,-0.06294243,-0.0578594,-0.0604936
90.89991,-0.06435909,-0.06286143,-0.0578059,-0.0605044
91.01991,-0.06441769,-0.06282793,-0.0578162,-0.060551
91.13991,-0.06429009,-0.06285053,-0.0578176,-0.0605654
91.25991,-0.06425059,-0.06289773,-0.0578589,-0.0605189
91.37991,-0.06428949,-0.06287963,-0.0578437,-0.0604481
91.49991,-0.06432109,-0.06289603,-0.0578086,-0.0605213
91.61991,-0.06433389,-0.06287963,-0.0578037,-0.060572
91.73991,-0.06432279,-0.06286433,-0.0578149,-0.0605498
91.85991,-0.06425909,-0.06290133,-0.0578483,-0.0605147
91.97991,-0.06427439,-0.06290543,-0.0578599,-0.0604612
92.09991,-0.06427709,-0.06288753,-0.0578148,-0.0604724
92.21991,-0.06430709,-0.06284823,-0.0577454,-0.0605364
92.33991,-0.06441099,-0.06284643,-0.0577925,-0.0605871
92.45991,-0.06439619,-0.06287623,-0.0578637,-0.0605621
92.57991,-0.06426249,-0.06291263,-0.057855,-0.0605361
92.69991,-0.06434219,-0.06291133,-0.057825,-0.0605205
92.81991,-0.06432429,-0.06285193,-0.0577625,-0.0604908
92.93991,-0.06433739,-0.06284133,-0.0577601,-0.0606704
93.05991,-0.06425679,-0.06282993,-0.0577946,-0.060616
93.17991,-0.06426379,-0.06290033,-0.0578463,-0.0605645
93.29991,-0.06429679,-0.06290863,-0.0578468,-0.0604804
93.41991,-0.06432619,-0.06291033,-0.057777,-0.0604863
93.53991,-0.06435109,-0.06289763,-0.0578304,-0.0605561
93.65991,-0.06437699,-0.06293303,-0.0577835,-0.0605575
93.77991,-0.06430579,-0.06286623,-0.0578826,-0.0605323
93.89991,-0.06433479,-0.06287223,-0.0578389,-0.0604521
94.01991,-0.06434029,-0.06283573,-0.0578067,-0.0604611
94.13991,-0.06438729,-0.06293633,-0.0577752,-0.0604445
94.25991,-0.06442559,-0.06282303,-0.0578953,-0.0605141
94.37991,-0.06436349,-0.06287483,-0.0580678,-0.0605241
94.49991,-0.06430389,-0.06289003,-0.0578556,-0.0605017
94.61991,-0.06429319,-0.06291923,-0.057813,-0.0604569
94.73991,-0.06437959,-0.06293173,-0.0578115,-0.060487
94.85991,-0.06438429,-0.06286683,-0.0578877,-0.0605483
94.9799,-0.06432519,-0.06294693,-0.0578417,-0.0605681
95.0999,-0.06428269,-0.06292363,-0.0578004,-0.0605334
95.2199,-0.06426609,-0.06292673,-0.0578015,-0.0605052
95.3399,-0.06431209,-0.06290183,-0.0578917,-0.0605452
95.4599,-0.06437059,-0.06288873,-0.0578145,-0.0605446
95.5799,-0.06435329,-0.06294803,-0.0578448,-0.0607009
95.6999,-0.06432659,-0.06298643,-0.0578694,-0.0605872
95.8199,-0.06430769,-0.06299513,-0.057861,-0.0605175
95.9399,-0.06433619,-0.06298323,-0.0578279,-0.0605141
96.0599,-0.06439369,-0.06293493,-0.0578743,-0.0605094
96.1799,-0.06437519,-0.06290933,-0.0578969,-0.0605381
96.2999,-0.06437229,-0.06297413,-0.0578693,-0.0605805
96.4199,-0.06430249,-0.06295223,-0.0578418,-0.0605357
96.5399,-0.06432109,-0.06294453,-0.0577814,-0.0604793
96.6599,-0.06437359,-0.06289153,-0.0577563,-0.0605041
96.7799,-0.06437239,-0.06291203,-0.0577769,-0.0605536
96.8999,-0.06437959,-0.06291723,-0.0578621,-0.0605365
97.0199,-0.06434439,-0.06298173,-0.0578169,-0.060566
97.1399,-0.06436149,-0.06295793,-0.0577897,-0.0605152
97.2599,-0.06437739,-0.06288293,-0.0577655,-0.0605385
97.3799,-0.06441659,-0.06288693,-0.0577694,-0.0605445
97.4999,-0.06445209,-0.06290753,-0.0578168,-0.0605807
97.6199,-0.06432699,-0.06294423,-0.0578047,-0.0605708
97.7399,-0.06433949,-0.06293393,-0.0577824,-0.0605053
97.8599,-0.06432069,-0.06289543,-0.0577541,-0.0605061
97.9799,-0.06440299,-0.06286123,-0.0577664,-0.0605082
98.0999,-0.06439679,-0.06286433,-0.0577993,-0.0606454
98.2199,-0.06438689,-0.06292063,-0.0578537,-0.0605693
98.3399,-0.06437739,-0.06294753,-0.0577881,-0.0605382
98.4599,-0.06439729,-0.06290423,-0.0577785,-0.0605069
98.5799,-0.06441799,-0.06288873,-0.057753,-0.0605274
98.6999,-0.06441759,-0.06290343,-0.0578067,-0.0605774
98.8199,-0.06443759,-0.06294803,-0.0578447,-0.0606071
98.9399,-0.06437899,-0.06297223,-0.0578514,-0.060532
99.0599,-0.06440549,-0.06294013,-0.0577592,-0.0604997
99.1799,-0.06439079,-0.06306583,-0.0578062,-0.0605293
99.2999,-0.06443389,-0.06296623,-0.0577971,-0.0605464
99.4199,-0.06439869,-0.06295173,-0.0578318,-0.0605643
99.5399,-0.06432789,-0.06296263,-0.0578821,-0.0605695
99.6599,-0.06448339,-0.06297783,-0.0579132,-0.0604991
99.7799,-0.06437599,-0.06298633,-0.0577952,-0.060479
99.8999,-0.06443069,-0.06293553,-0.0577958,-0.060502
100.0199,-0.06439959,-0.06297913,-0.0578503,-0.0605383
100.1399,-0.06441049,-0.06303963,-0.0578653,-0.0605743
100.2599,-0.06439459,-0.06303493,-0.0578569,-0.060525
100.3799,-0.06444199,-0.06303203,-0.057883,-0.0605153
100.4999,-0.06450969,-0.06298223,-0.0578196,-0.0604894
100.6199,-0.06447209,-0.06301013,-0.0578599,-0.0605461
100.7399,-0.06448409,-0.06300863,-0.0578423,-0.0605271
100.8599,-0.06447619,-0.06306283,-0.0578981,-0.0605603
100.9799,-0.06450879,-0.06305463,-0.0577817,-0.0605103
101.0999,-0.06447879,-0.06298203,-0.0578177,-0.0604977
101.2199,-0.06446789,-0.06299593,-0.0578899,-0.0605053
101.3399,-0.06442439,-0.06301373,-0.0578822,-0.0605377
101.4599,-0.06434939,-0.06300043,-0.0578805,-0.0606316
101.5799,-0.06434709,-0.06303623,-0.0578339,-0.060519
101.6999,-0.06434799,-0.06296243,-0.0577834,-0.0604796
