Time,rep1,rep2,rep3,rep4,rep5
41.93996,-0.07874162,-0.07520694,-0.0740556,-0.06820266,-0.07125928
42.05996,-0.07876462,-0.07519734,-0.074122,-0.06818606,-0.07122808
42.17996,-0.07871622,-0.07525664,-0.0740863,-0.06816616,-0.07122718
42.29996,-0.07867882,-0.07524624,-0.0740316,-0.06810256,-0.07121148
42.41996,-0.07868722,-0.07528654,-0.0740139,-0.06811896,-0.07121778
42.53996,-0.07870532,-0.07517864,-0.0740606,-0.06817546,-0.07127428
42.65996,-0.07878092,-0.07520874,-0.0740779,-0.06818106,-0.07125538
42.77996,-0.07875652,-0.07524714,-0.0740869,-0.06816966,-0.07126028
42.89996,-0.07875602,-0.07523314,-0.0741057,-0.06810186,-0.07121738
43.01996,-0.07865922,-0.07523544,-0.0741346,-0.06811876,-0.07120208
43.13996,-0.07868022,-0.07514564,-0.0740001,-0.06818096,-0.07128228
43.25996,-0.07870692,-0.07521644,-0.0740843,-0.06819566,-0.07127518
43.37996,-0.07869072,-0.07521894,-0.0740527,-0.06819376,-0.07122478
43.49996,-0.07877242,-0.07523064,-0.074061,-0.06811936,-0.07117888
43.61996,-0.07871682,-0.07519334,-0.0740648,-0.06808836,-0.07121858
43.73996,-0.07870812,-0.07519254,-0.0741046,-0.06810776,-0.07122138
43.85996,-0.07866652,-0.07515434,-0.0741368,-0.06818736,-0.07126648
43.97996,-0.07869342,-0.07521024,-0.0741477,-0.06817346,-0.07126168
44.09996,-0.07869542,-0.07526334,-0.0741369,-0.06813116,-0.07117818
44.21996,-0.07865472,-0.07520724,-0.0740832,-0.06812666,-0.07119238
44.33996,-0.07867092,-0.07528604,-0.0741084,-0.06814126,-0.07117658
44.45996,-0.07871932,-0.07515314,-0.074121,-0.06819096,-0.07125408
44.57996,-0.07873002,-0.07517164,-0.0740989,-0.06823056,-0.07122598
44.69996,-0.07871342,-0.07525054,-0.0740687,-0.06823176,-0.07121168
44.81996,-0.07868332,-0.07523544,-0.0741105,-0.06807936,-0.07119728
44.93996,-0.07869322,-0.07522254,-0.0739841,-0.06809716,-0.07116748
45.05996,-0.07863622,-0.07519914,-0.0739696,-0.06816436,-0.07125258
45.17996,-0.07867052,-0.07521134,-0.0741182,-0.06820156,-0.07129518
45.29996,-0.07866772,-0.07526244,-0.0741187,-0.06820666,-0.07122918
45.41996,-0.07866752,-0.07525574,-0.0740687,-0.06819626,-0.07118338
45.53995,-0.07862022,-0.07520674,-0.0740352,-0.06812446,-0.07119228
45.65995,-0.07865072,-0.07518184,-0.0740303,-0.06814426,-0.07120818
45.77995,-0.07863982,-0.07518604,-0.0740762,-0.06821646,-0.07122368
45.89995,-0.07865932,-0.07520064,-0.074133,-0.06819136,-0.07121798
46.01995,-0.07869432,-0.07523714,-0.0741539,-0.06815526,-0.07118058
46.13995,-0.07865112,-0.07537554,-0.074169,-0.06813926,-0.07119598
46.25995,-0.07866012,-0.07523094,-0.0740133,-0.06812736,-0.07121698
46.37995,-0.07868892,-0.07521254,-0.074032,-0.06821016,-0.07137018
46.49995,-0.07873972,-0.07522754,-0.0741031,-0.06819986,-0.07123768
46.61995,-0.07870502,-0.07530614,-0.0740827,-0.06821056,-0.07118088
46.73995,-0.07867212,-0.07530434,-0.0741014,-0.06816406,-0.07126238
46.85995,-0.07866582,-0.07525394,-0.0740876,-0.06815166,-0.07118068
46.97995,-0.07863302,-0.07525384,-0.0741271,-0.06817296,-0.07120448
47.09995,-0.07867712,-0.07526764,-0.0741454,-0.06820906,-0.07117698
47.21995,-0.07870872,-0.07529254,-0.0741759,-0.06820066,-0.07124368
47.33995,-0.07868222,-0.07528654,-0.0741332,-0.06815046,-0.07121798
47.45995,-0.07865422,-0.07529894,-0.0741244,-0.06811506,-0.07121478
47.57995,-0.07861362,-0.07521194,-0.0740931,-0.06815576,-0.07122658
47.69995,-0.07865722,-0.07524364,-0.0741155,-0.06820166,-0.07128778
47.81995,-0.07866322,-0.07523034,-0.0741105,-0.06818046,-0.07128548
47.93995,-0.07874852,-0.07529964,-0.0741485,-0.06812796,-0.07122768
48.05995,-0.07864522,-0.07535924,-0.0741776,-0.06810406,-0.07118458
48.17995,-0.07863512,-0.07527694,-0.0740712,-0.06814236,-0.07121928
48.29995,-0.07865772,-0.07520024,-0.074083,-0.06815516,-0.07125358
48.41995,-0.07870782,-0.07522624,-0.0741534,-0.06812536,-0.07123518
48.53995,-0.07877272,-0.07526134,-0.0740991,-0.06809606,-0.07120508
48.65995,-0.07873022,-0.07526744,-0.074094,-0.06808556,-0.07121228
48.77995,-0.07869942,-0.07530044,-0.0740307,-0.06809736,-0.07122568
48.89995,-0.07870962,-0.07524704,-0.0740392,-0.06816206,-0.07127908
49.01995,-0.07873432,-0.07526784,-0.0741184,-0.06818666,-0.07124638
49.13995,-0.07877742,-0.07536914,-0.0741462,-0.06815426,-0.07131218
49.25995,-0.07874862,-0.07532754,-0.0741352,-0.06808866,-0.07126868
49.37995,-0.07873092,-0.07532884,-0.0740868,-0.06811396,-0.07117608
49.49995,-0.07870762,-0.07522774,-0.0740801,-0.06810316,-0.07124768
49.61995,-0.07872262,-0.07516374,-0.0741217,-0.06814726,-0.07123698
49.73995,-0.07873512,-0.07520474,-0.0741266,-0.06829206,-0.07128468
49.85995,-0.07874692,-0.07524114,-0.0741092,-0.06811896,-0.07127858
49.97995,-0.07882362,-0.07528874,-0.0740912,-0.06809276,-0.07125668
50.09995,-0.07875362,-0.07525304,-0.0740812,-0.06808646,-0.07128618
50.21995,-0.07864352,-0.07526384,-0.074061,-0.06816236,-0.07128068
50.33995,-0.07871552,-0.07525194,-0.0741422,-0.06814466,-0.07127598
50.45995,-0.07875542,-0.07529054,-0.0741551,-0.06815266,-0.07126998
50.57995,-0.07876722,-0.07523844,-0.0741317,-0.06808346,-0.07119798
50.69995,-0.07878332,-0.07522904,-0.0740988,-0.06813656,-0.07121978
50.81995,-0.07874582,-0.07521544,-0.074103,-0.06818566,-0.07122768
50.93995,-0.07875602,-0.07523594,-0.0741289,-0.06817516,-0.07123338
51.05995,-0.07879662,-0.07528784,-0.0741616,-0.06817816,-0.07121628
51.17995,-0.07877192,-0.07537604,-0.0741838,-0.06811796,-0.07121058
51.29995,-0.07873232,-0.07528934,-0.0740831,-0.06807886,-0.07117468
51.41995,-0.07872512,-0.07522394,-0.0740561,-0.06808326,-0.07131408
51.53995,-0.07874492,-0.07524134,-0.0741018,-0.06815056,-0.07121828
51.65995,-0.07876912,-0.07525494,-0.0741358,-0.06814656,-0.07118388
51.77995,-0.07877332,-0.07532384,-0.0741423,-0.06807346,-0.07118018
51.89995,-0.07873332,-0.07529624,-0.074089,-0.06809186,-0.07135968
52.01995,-0.07870812,-0.07523734,-0.0740608,-0.06810496,-0.07132008
52.13995,-0.07868632,-0.07527274,-0.0740981,-0.06833446,-0.07123768
52.25995,-0.07876182,-0.07524934,-0.074149,-0.06813666,-0.07123668
52.37995,-0.07872292,-0.07529104,-0.0743954,-0.06808586,-0.07118878
52.49995,-0.07873802,-0.07546744,-0.0741684,-0.06802256,-0.07124798
52.61995,-0.07874272,-0.07532464,-0.0740694,-0.06803536,-0.07134488
52.73995,-0.07886732,-0.07525914,-0.0740811,-0.06813016,-0.07128638
52.85995,-0.07871712,-0.07528494,-0.0740792,-0.06813536,-0.07126968
52.97995,-0.07871652,-0.07530674,-0.0741796,-0.06812966,-0.07120998
53.09995,-0.07872362,-0.07541894,-0.0742091,-0.06807176,-0.07121188
53.21995,-0.07867932,-0.07536864,-0.0740998,-0.06808756,-0.07120738
53.33995,-0.07869752,-0.07528934,-0.0740689,-0.06809056,-0.07127138
53.45995,-0.07870202,-0.07535154,-0.0741175,-0.06817636,-0.07125028
53.57995,-0.07874052,-0.07528994,-0.0741387,-0.06809036,-0.07124248
53.69995,-0.07875032,-0.07532304,-0.0741302,-0.06804756,-0.07119948
53.81995,-0.07873882,-0.07531684,-0.0741437,-0.06803766,-0.07122108
53.93995,-0.07867472,-0.07529324,-0.074114,-0.06806646,-0.07123828
54.05995,-0.07882692,-0.07528724,-0.0741159,-0.06811496,-0.07122798
54.17995,-0.07872292,-0.07526314,-0.0741748,-0.06814336,-0.07117218
54.29995,-0.07874422,-0.07531444,-0.0741626,-0.06808126,-0.07114938
54.41995,-0.07871492,-0.07529404,-0.0741609,-0.06806356,-0.07119428
54.53995,-0.07865902,-0.07523364,-0.0741357,-0.06806996,-0.07118318
54.65995,-0.07872352,-0.07525974,-0.0741385,-0.06811586,-0.07121058
54.77995,-0.07874602,-0.07523414,-0.0741375,-0.06813206,-0.07118138
54.89995,-0.07874582,-0.07527924,-0.0741736,-0.06807396,-0.07113248
55.01995,-0.07876132,-0.07528084,-0.0741184,-0.06805726,-0.07116418
55.13995,-0.07876682,-0.07527764,-0.0740881,-0.06814526,-0.07119378
55.25995,-0.07863752,-0.07525184,-0.0741151,-0.06814366,-0.07121488
55.37994,-0.07866282,-0.07528234,-0.0741512,-0.06810466,-0.07118448
55.49994,-0.07875742,-0.07531334,-0.0741896,-0.06807016,-0.07117758
55.61994,-0.07875582,-0.07530124,-0.0741894,-0.06800926,-0.07117788
55.73994,-0.07869132,-0.07533344,-0.0741374,-0.06804066,-0.07123198
55.85994,-0.07864822,-0.07527284,-0.0741765,-0.06807096,-0.07125928
55.97994,-0.07869962,-0.07524734,-0.0741765,-0.06812636,-0.07121678
56.09994,-0.07879132,-0.07540954,-0.0742049,-0.06809606,-0.07115158
56.21994,-0.07873692,-0.07536804,-0.0743347,-0.06806636,-0.07114858
56.33994,-0.07873112,-0.07526874,-0.0741974,-0.06801306,-0.07122608
56.45994,-0.07868252,-0.07525974,-0.0741254,-0.06806796,-0.07137988
56.57994,-0.07866452,-0.07523364,-0.0740957,-0.06811046,-0.07122078
56.69994,-0.07869592,-0.07524334,-0.0740881,-0.06804586,-0.07119188
56.81994,-0.07879302,-0.07533934,-0.0742034,-0.06802976,-0.07114128
56.93994,-0.07871282,-0.07536724,-0.0741384,-0.06800596,-0.07119498
57.05994,-0.07865012,-0.07532704,-0.0741106,-0.06799396,-0.07126408
57.17994,-0.07868822,-0.07529684,-0.0740927,-0.06807136,-0.07121248
57.29994,-0.07869412,-0.07524144,-0.0741593,-0.06808906,-0.07120838
57.41994,-0.07871402,-0.07526774,-0.0741518,-0.06805246,-0.07119668
57.53994,-0.07873612,-0.07529584,-0.0741596,-0.06801766,-0.07119448
57.65994,-0.07873432,-0.07530634,-0.0741393,-0.06801016,-0.07122108
57.77994,-0.07866072,-0.07525624,-0.0740489,-0.06803846,-0.07133588
57.89994,-0.07864612,-0.07524444,-0.0740613,-0.06809396,-0.07121668
58.01994,-0.07874302,-0.07528734,-0.0741314,-0.06812126,-0.07118828
58.13994,-0.07872112,-0.07531824,-0.0742122,-0.06798336,-0.07116738
58.25994,-0.07872132,-0.07529324,-0.0741039,-0.06799796,-0.07119858
58.37994,-0.07868312,-0.07530204,-0.0740515,-0.06801996,-0.07122508
58.49994,-0.07870282,-0.07523854,-0.0740458,-0.06806306,-0.07121688
58.61994,-0.07868002,-0.07526444,-0.0740695,-0.06804176,-0.07117148
58.73994,-0.07875882,-0.07527454,-0.07407,-0.06805926,-0.07116478
58.85994,-0.07876132,-0.07530524,-0.0740408,-0.06800306,-0.07121408
58.97994,-0.07868872,-0.07530914,-0.0739539,-0.06801186,-0.07122058
59.09994,-0.07867582,-0.07527514,-0.0739917,-0.06808366,-0.07125388
59.21994,-0.07869682,-0.07523824,-0.0740095,-0.06811626,-0.07118498
59.33994,-0.07876032,-0.07525934,-0.074067,-0.06805536,-0.07114988
59.45994,-0.07873852,-0.07532674,-0.0740348,-0.06802216,-0.07116478
59.57994,-0.07868662,-0.07528864,-0.073977,-0.06798186,-0.07119988
59.69994,-0.07870482,-0.07525044,-0.0739031,-0.06803666,-0.07121928
59.81994,-0.07870462,-0.07521364,-0.0739734,-0.06812236,-0.07115148
59.93994,-0.07876362,-0.07521804,-0.0740592,-0.06811256,-0.07112978
60.05994,-0.07875632,-0.07526474,-0.0740794,-0.06799946,-0.07117418
60.17994,-0.07874402,-0.07534404,-0.0740047,-0.06793886,-0.07122458
60.29994,-0.07869812,-0.07522134,-0.0739134,-0.06798416,-0.07126458
60.41994,-0.07863182,-0.07520604,-0.0739354,-0.06805496,-0.07147178
60.53994,-0.07866802,-0.07522854,-0.0739578,-0.06804606,-0.07116998
60.65994,-0.07867152,-0.07525364,-0.0739861,-0.06801226,-0.07121648
60.77994,-0.07872082,-0.07530694,-0.0739652,-0.06793636,-0.07121818
60.89994,-0.07865842,-0.07529914,-0.0739011,-0.06800166,-0.07124128
61.01994,-0.07865062,-0.07524734,-0.0738943,-0.06799996,-0.07123608
61.13994,-0.07860592,-0.07521664,-0.0739852,-0.06804336,-0.07115548
61.25994,-0.07869312,-0.07536264,-0.0739684,-0.06799216,-0.07123408
61.37994,-0.07871642,-0.07531954,-0.0739155,-0.06798916,-0.07119148
61.49994,-0.07870962,-0.07525124,-0.0739022,-0.06794326,-0.07126548
61.61994,-0.07863092,-0.07520914,-0.0738537,-0.06802386,-0.07128598
61.73994,-0.07870932,-0.07522294,-0.0738829,-0.06805056,-0.07119728
61.85994,-0.07874182,-0.07523964,-0.0739557,-0.06802116,-0.07118008
61.97994,-0.07875232,-0.07530254,-0.0739457,-0.06798976,-0.07120478
62.09994,-0.07868812,-0.07529994,-0.0739394,-0.06794546,-0.07129238
62.21994,-0.07871712,-0.07527984,-0.0738666,-0.06795896,-0.07131738
62.33994,-0.07872782,-0.07523344,-0.0738754,-0.06799236,-0.07119788
62.45994,-0.07871832,-0.07523784,-0.0739243,-0.06797596,-0.07123368
62.57994,-0.07878462,-0.07526804,-0.0739718,-0.06798476,-0.07119218
62.69994,-0.07880802,-0.07533814,-0.0740041,-0.06793586,-0.07126148
62.81994,-0.07871062,-0.07533124,-0.0741272,-0.06792356,-0.07123918
62.93994,-0.07872262,-0.07524694,-0.0740559,-0.06800346,-0.07120928
63.05994,-0.07872432,-0.07521884,-0.0738477,-0.06800056,-0.07118808
63.17994,-0.07877142,-0.07521044,-0.0740283,-0.06799496,-0.07115548
63.29994,-0.07874852,-0.07530234,-0.0739169,-0.06797426,-0.07117858
63.41994,-0.07878172,-0.07533994,-0.0738594,-0.06791776,-0.07124648
63.53994,-0.07873082,-0.07527244,-0.0738135,-0.06794666,-0.07121458
63.65994,-0.07869702,-0.07522354,-0.0738534,-0.06798326,-0.07115208
63.77994,-0.07875472,-0.07521464,-0.0740034,-0.06798116,-0.07118548
63.89994,-0.07878802,-0.07527784,-0.0738965,-0.06803326,-0.07116868
64.01994,-0.07876382,-0.07527824,-0.0738446,-0.06806216,-0.07126108
64.13994,-0.07874052,-0.07526444,-0.0738122,-0.06795846,-0.07119338
64.25994,-0.07869112,-0.07522324,-0.0738603,-0.06800546,-0.07119558
64.37994,-0.07873912,-0.07520884,-0.0739307,-0.06797476,-0.07119498
64.49994,-0.07880362,-0.07536174,-0.0740184,-0.06796806,-0.07119378
64.61994,-0.07879112,-0.07532004,-0.0739224,-0.06797646,-0.07123198
64.73994,-0.07875392,-0.07526544,-0.0738436,-0.06798726,-0.07124758
64.85994,-0.07872182,-0.07519674,-0.0737969,-0.06800456,-0.07120478
64.97994,-0.07874502,-0.07519504,-0.0738567,-0.06801666,-0.07117758
65.09994,-0.07877372,-0.07527814,-0.0738743,-0.06793826,-0.07121688
65.21994,-0.07882232,-0.07532844,-0.0738561,-0.06788596,-0.07123358
65.33993,-0.07882172,-0.07529744,-0.0738198,-0.06789426,-0.07123098
65.45993,-0.07882682,-0.07531564,-0.0737886,-0.06792676,-0.07129698
65.57993,-0.07871302,-0.07523964,-0.0738123,-0.06795846,-0.07127268
65.69993,-0.07873122,-0.07526034,-0.0738086,-0.06797976,-0.07119288
65.81993,-0.07878442,-0.07531084,-0.0738596,-0.06794326,-0.07119088
65.93993,-0.07876422,-0.07528584,-0.0738411,-0.06791826,-0.07120558
66.05993,-0.07874832,-0.07531344,-0.0737617,-0.06789756,-0.07121928
66.17993,-0.07874282,-0.07526744,-0.0737988,-0.06793766,-0.07120188
66.29993,-0.07875722,-0.07527204,-0.0738203,-0.06792006,-0.07121318
66.41993,-0.07880412,-0.07540214,-0.0738421,-0.06788536,-0.07124238
66.53993,-0.07879082,-0.07528554,-0.0738526,-0.06784906,-0.07129138
66.65993,-0.07875812,-0.07528644,-0.073812,-0.06788296,-0.07139508
66.77993,-0.07872692,-0.07521144,-0.073864,-0.06791096,-0.07122548
66.89993,-0.07871162,-0.07523994,-0.0738928,-0.06792436,-0.07115408
67.01993,-0.07876182,-0.07527104,-0.0739315,-0.06793716,-0.07118428
67.13993,-0.07874742,-0.07527894,-0.0739186,-0.06785406,-0.07126418
67.25993,-0.07875942,-0.07529634,-0.0738818,-0.06785166,-0.07129268
67.37993,-0.07869312,-0.07530904,-0.0738755,-0.06787466,-0.07146778
67.49993,-0.07873712,-0.07521784,-0.0738655,-0.06788346,-0.07140128
67.61993,-0.07878842,-0.07527174,-0.0739209,-0.06785126,-0.07117128
67.73993,-0.07879072,-0.07527764,-0.0739267,-0.06784716,-0.07124158
67.85993,-0.07874832,-0.07528894,-0.0738911,-0.06779596,-0.07125418
67.97993,-0.07870142,-0.07529044,-0.0738697,-0.06785076,-0.07124088
68.09993,-0.07873742,-0.07521264,-0.0738744,-0.06783976,-0.07121528
68.21993,-0.07873482,-0.07523854,-0.0740488,-0.06784556,-0.07117168
68.33993,-0.07878962,-0.07529494,-0.0740415,-0.06784176,-0.07121548
68.45993,-0.07874962,-0.07535074,-0.0740133,-0.06773306,-0.07126768
68.57993,-0.07871702,-0.07532254,-0.0739579,-0.06773856,-0.07125418
68.69993,-0.07873342,-0.07531574,-0.073947,-0.06772916,-0.07121618
68.81993,-0.07870772,-0.07526064,-0.0739761,-0.06776986,-0.07120848
68.93993,-0.07873972,-0.07525224,-0.0740353,-0.06775956,-0.07118938
69.05993,-0.07873512,-0.07534984,-0.0740165,-0.06779716,-0.07123278
69.17993,-0.07871432,-0.07535714,-0.0739952,-0.06770866,-0.07128748
69.29993,-0.07865052,-0.07536194,-0.0739864,-0.06773366,-0.07128818
69.41993,-0.07865502,-0.07530284,-0.0739851,-0.06776866,-0.07121508
69.53993,-0.07867802,-0.07532914,-0.0740371,-0.06776146,-0.07119308
69.65993,-0.07869392,-0.07537694,-0.0740615,-0.06771456,-0.07124968
69.77993,-0.07871152,-0.07535704,-0.0740434,-0.06769616,-0.07126058
69.89993,-0.07862362,-0.07534734,-0.0740139,-0.06775226,-0.07129108
70.01993,-0.07861012,-0.07531294,-0.0740418,-0.06787316,-0.07117688
70.13993,-0.07864722,-0.07528194,-0.0741129,-0.06768776,-0.07118518
70.25993,-0.07864662,-0.07533444,-0.0741185,-0.06770706,-0.07118008
70.37993,-0.07869012,-0.07528014,-0.0741544,-0.06764236,-0.07123918
70.49993,-0.07867742,-0.07525614,-0.0740513,-0.06768396,-0.07124898
70.61993,-0.07868022,-0.07523584,-0.0740522,-0.06775256,-0.07118068
70.73993,-0.07857012,-0.07524724,-0.0740715,-0.06773406,-0.07120208
70.85993,-0.07861932,-0.07523274,-0.0741497,-0.06773256,-0.07122098
70.97993,-0.07861582,-0.07528694,-0.0740971,-0.06769036,-0.07120068
71.09993,-0.07855602,-0.07529724,-0.0740743,-0.06771446,-0.07123498
71.21993,-0.07861062,-0.07530294,-0.0740513,-0.06764926,-0.07119988
71.33993,-0.07859052,-0.07529044,-0.0741012,-0.06765946,-0.07120588
71.45993,-0.07867722,-0.07526444,-0.074116,-0.06769716,-0.07118858
71.57993,-0.07866022,-0.07528354,-0.0741397,-0.06777306,-0.07121088
71.69993,-0.07863502,-0.07531914,-0.0741805,-0.06760756,-0.07133888
71.81993,-0.07860452,-0.07528864,-0.074096,-0.06763426,-0.07127518
71.93993,-0.07853542,-0.07529374,-0.0741317,-0.06769116,-0.07119848
72.05993,-0.07855332,-0.07539144,-0.0741804,-0.06767536,-0.07118728
72.17993,-0.07854932,-0.07531664,-0.0742267,-0.06772706,-0.07126478
72.29993,-0.07859492,-0.07534444,-0.0741655,-0.06767236,-0.07127738
72.41993,-0.07853242,-0.07530814,-0.0741217,-0.06770276,-0.07131318
72.53993,-0.07853472,-0.07533154,-0.0741248,-0.06773146,-0.07124668
72.65993,-0.07856012,-0.07534314,-0.0741752,-0.06774286,-0.07121438
72.77993,-0.07858632,-0.07535544,-0.0742005,-0.06775066,-0.07119468
72.89993,-0.07860152,-0.07538864,-0.0742781,-0.06771826,-0.07126658
73.01993,-0.07855352,-0.07538914,-0.074166,-0.06765556,-0.07121268
73.13993,-0.07843592,-0.07534514,-0.0741269,-0.06766806,-0.07122578
73.25993,-0.07846252,-0.07530564,-0.0741832,-0.06772126,-0.07117348
73.37993,-0.07848962,-0.07535114,-0.0743664,-0.06773076,-0.07121088
73.49993,-0.07850352,-0.07533274,-0.0741902,-0.06772026,-0.07131328
73.61993,-0.07849022,-0.07536114,-0.0741431,-0.06772366,-0.07125008
73.73993,-0.07843912,-0.07536274,-0.0741585,-0.06772236,-0.07124868
73.85993,-0.07844962,-0.07532494,-0.0741154,-0.06775446,-0.07122078
73.97993,-0.07844002,-0.07535314,-0.074213,-0.06782286,-0.07122018
74.09993,-0.07847692,-0.07534014,-0.0742167,-0.06779946,-0.07124398
74.21993,-0.07844662,-0.07535234,-0.0742102,-0.06774136,-0.07127008
74.33993,-0.07843482,-0.07540744,-0.074175,-0.06778226,-0.07125698
74.45993,-0.07841092,-0.07537914,-0.0741267,-0.06775976,-0.07122808
74.57993,-0.07887042,-0.07533084,-0.0741918,-0.06783756,-0.07122548
74.69993,-0.07903212,-0.07535534,-0.0741823,-0.06784766,-0.07123688
74.81993,-0.07852392,-0.07535204,-0.0742016,-0.06782186,-0.07129448
74.93993,-0.07836232,-0.07538694,-0.0741435,-0.06780446,-0.07128308
75.05993,-0.07836942,-0.07538874,-0.0741368,-0.06790716,-0.07124148
75.17992,-0.07837782,-0.07533574,-0.0741301,-0.06792196,-0.07118268
75.29992,-0.07846692,-0.07537204,-0.0741293,-0.06787206,-0.07121058
75.41992,-0.07845382,-0.07532914,-0.0741277,-0.06786366,-0.07128288
75.53992,-0.07850872,-0.07537944,-0.0740987,-0.06788556,-0.07123978
75.65992,-0.07836572,-0.07538784,-0.0741034,-0.06787856,-0.07126218
75.77992,-0.07831862,-0.07529204,-0.0741272,-0.06795846,-0.07123448
75.89992,-0.07837112,-0.07526284,-0.0741445,-0.06795496,-0.07126768
76.01992,-0.07838622,-0.07528304,-0.0741388,-0.06796316,-0.07126748
76.13992,-0.07841552,-0.07535714,-0.0741169,-0.06791486,-0.07127718
76.25992,-0.07836692,-0.07534454,-0.0741123,-0.06791526,-0.07126038
76.37992,-0.07833122,-0.07532064,-0.0740641,-0.06792826,-0.07118758
76.49992,-0.07839802,-0.07525254,-0.0741125,-0.06803086,-0.07124028
76.61992,-0.07844642,-0.07527204,-0.0741569,-0.06801726,-0.07121828
76.73992,-0.07839362,-0.07529304,-0.0741438,-0.06799886,-0.07145918
76.85992,-0.07833422,-0.07533234,-0.0740937,-0.06798156,-0.07130078
76.97992,-0.07830932,-0.07531954,-0.0740946,-0.06798656,-0.07126498
77.09992,-0.07833442,-0.07533084,-0.074108,-0.06809336,-0.07124028
77.21992,-0.07836212,-0.07536054,-0.0741704,-0.06807846,-0.07126298
77.33992,-0.07838072,-0.07527364,-0.0741904,-0.06807806,-0.07132988
77.45992,-0.07836922,-0.07537354,-0.074122,-0.06803856,-0.07133418
77.57992,-0.07829762,-0.07533804,-0.0741615,-0.06806226,-0.07133568
77.69992,-0.07832412,-0.07526754,-0.0741016,-0.06807236,-0.07125918
77.81992,-0.07835412,-0.07524844,-0.0741127,-0.06809896,-0.07127438
77.93992,-0.07839412,-0.07527334,-0.0741314,-0.06807766,-0.07130398
78.05992,-0.07835572,-0.07535684,-0.0741321,-0.06804026,-0.07132108
78.17992,-0.07833412,-0.07533894,-0.0740868,-0.06810106,-0.07128108
78.29992,-0.07830572,-0.07530114,-0.0742138,-0.06812346,-0.07123308
78.41992,-0.07830342,-0.07526694,-0.0742194,-0.06814936,-0.07122088
78.53992,-0.07840092,-0.07529744,-0.0741593,-0.06811236,-0.07122208
78.65992,-0.07833482,-0.07536004,-0.0741219,-0.06807726,-0.07127098
78.77992,-0.07832142,-0.07534194,-0.0740647,-0.06805526,-0.07124798
78.89992,-0.07828012,-0.07534004,-0.0741164,-0.06809876,-0.07120338
79.01992,-0.07829872,-0.07528734,-0.0741672,-0.06818376,-0.07120288
79.13992,-0.07840182,-0.07527294,-0.0741316,-0.06820026,-0.07119388
79.25992,-0.07839842,-0.07525134,-0.0741659,-0.06815736,-0.07125448
79.37992,-0.07837232,-0.07530944,-0.0740723,-0.06812876,-0.07125848
79.49992,-0.07834942,-0.07530524,-0.074088,-0.06813766,-0.07122308
79.61992,-0.07833012,-0.07528474,-0.0740852,-0.06816196,-0.07122678
79.73992,-0.07836922,-0.07525794,-0.0741215,-0.06822836,-0.07122338
79.85992,-0.07836552,-0.07524104,-0.0740887,-0.06816906,-0.07122198
79.97992,-0.07837052,-0.07528454,-0.0741221,-0.06814656,-0.07126418
80.09992,-0.07836322,-0.07529574,-0.0740812,-0.06828556,-0.07122628
80.21992,-0.07834412,-0.07530334,-0.0741076,-0.06827526,-0.07121578
80.33992,-0.07830652,-0.07528384,-0.0741267,-0.06824646,-0.07125788
80.45992,-0.07831802,-0.07526044,-0.074124,-0.06825726,-0.07128328
80.57992,-0.07836422,-0.07530364,-0.0741473,-0.06818346,-0.07127958
80.69992,-0.07835922,-0.07537744,-0.074106,-0.06824086,-0.07130548
80.81992,-0.07823642,-0.07557544,-0.0741453,-0.06821076,-0.07121108
80.93992,-0.07826632,-0.07539154,-0.0741829,-0.06828086,-0.07122218
81.05992,-0.07830472,-0.07523804,-0.0741662,-0.06829316,-0.07121518
81.17992,-0.07828362,-0.07528344,-0.0741737,-0.06830636,-0.07125288
81.29992,-0.07834002,-0.07531254,-0.0740899,-0.06824316,-0.07123858
81.41992,-0.07829532,-0.07532134,-0.0741191,-0.06825016,-0.07122478
81.53992,-0.07830742,-0.07540884,-0.0741744,-0.06827496,-0.07113888
81.65992,-0.07834772,-0.07531174,-0.0741935,-0.06832926,-0.07118668
81.77992,-0.07836882,-0.07528524,-0.0741955,-0.06830946,-0.07125878
81.89992,-0.07835402,-0.07537954,-0.0741665,-0.06825226,-0.07148388
82.01992,-0.07828202,-0.07540514,-0.0741416,-0.06826296,-0.07126828
82.13992,-0.07829672,-0.07539024,-0.0741168,-0.06826886,-0.07124648
82.25992,-0.07832352,-0.07543694,-0.0741883,-0.06835596,-0.07121658
82.37992,-0.07831982,-0.07533094,-0.0742121,-0.06833356,-0.07124758
82.49992,-0.07839042,-0.07531594,-0.0741377,-0.06829466,-0.07126888
82.61992,-0.07830742,-0.07537174,-0.0741039,-0.06826656,-0.07129218
82.73992,-0.07827972,-0.07535354,-0.0740966,-0.06853686,-0.07128098
82.85992,-0.07832152,-0.07531934,-0.0741192,-0.06857436,-0.07125458
82.97992,-0.07838392,-0.07529944,-0.0741622,-0.06835546,-0.07129268
83.09992,-0.07838262,-0.07528174,-0.0741387,-0.06831596,-0.07132928
83.21992,-0.07835552,-0.07530454,-0.0740795,-0.06831736,-0.07132298
83.33992,-0.07832422,-0.07529594,-0.0741302,-0.06836116,-0.07126108
83.45992,-0.07834392,-0.07531514,-0.0741828,-0.06833436,-0.07123588
83.57992,-0.07838402,-0.07523694,-0.0741978,-0.06837756,-0.07127818
83.69992,-0.07835532,-0.07526224,-0.0741193,-0.06859346,-0.07134308
83.81992,-0.07837822,-0.07530234,-0.0740572,-0.06851966,-0.07135478
