family,assay_type,spearman,model
CD19_HUMAN_Klesmith_2019_FMC_singles,Binding,0.0538302621050996,base
CP2C9_HUMAN_Amorosi_2021_abundance,Expression,0.6247276105483067,base
CP2C9_HUMAN_Amorosi_2021_activity,Binding,0.6786748254743477,base
CSN4_MOUSE_Tsuboyama_2023_1UFM,Stability,0.518177048954912,base
CUE1_YEAST_Tsuboyama_2023_2MYX,Stability,0.4775323601431958,base
D7PM05_CLYGR_Somermeyer_2022,Activity,0.0357910626910034,base
DLG4_HUMAN_Faure_2021,OrganismalFitness,0.7280850077326312,base
DLG4_RAT_McLaughlin_2012,Binding,0.5812412655796111,base
DN7A_SACS2_Tsuboyama_2023_1JIC,Stability,0.2545120936679825,base
DNJA1_HUMAN_Tsuboyama_2023_2LO1,Stability,0.8167095723366473,base
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,Stability,0.4857162567401147,base
DYR_ECOLI_Nguyen_2023,OrganismalFitness,0.5253019203862132,base
DYR_ECOLI_Thompson_2019,OrganismalFitness,0.4549381658189679,base
ENV_HV1B9_DuenasDecamp_2016,OrganismalFitness,0.0350657292206976,base
ENV_HV1BR_Haddox_2016,OrganismalFitness,0.0037588800748931,base
ENVZ_ECOLI_Ghose_2023,Activity,0.1948428517480323,base
EPHB2_HUMAN_Tsuboyama_2023_1F0M,Stability,0.8029112685969079,base
ESTA_BACSU_Nutschel_2020,Stability,0.2669547282879529,base
F7YBW8_MESOW_Ding_2023,OrganismalFitness,0.6316429354424447,base
F7YBW8_MESOW_Aakre_2015,OrganismalFitness,0.048500540514154,base
FECA_ECOLI_Tsuboyama_2023_2D1U,Stability,0.535920258163154,base
FKBP3_HUMAN_Tsuboyama_2023_2KFV,Stability,0.1473758380980919,base
GAL4_YEAST_Kitzman_2015,OrganismalFitness,0.5275816914433054,base
GCN4_YEAST_Staller_2018,Binding,0.2664115517196122,base
GDIA_HUMAN_Silverstein_2021,OrganismalFitness,0.4476430338991227,base
GFP_AEQVI_Sarkisyan_2016,Activity,0.1034793886850645,base
GLPA_HUMAN_Elazar_2016,Expression,0.4531754645080743,base
GRB2_HUMAN_Faure_2021,OrganismalFitness,0.625852621374101,base
HCP_LAMBD_Tsuboyama_2023_2L6Q,Stability,0.5740048654460096,base
HECD1_HUMAN_Tsuboyama_2023_3DKM,Stability,0.4737097644946991,base
HEM3_HUMAN_Loggerenberg_2023,Activity,0.4075804288256546,base
HIS7_YEAST_Pokusaeva_2019,OrganismalFitness,0.4400564495001458,base
HMDH_HUMAN_Jiang_2019,OrganismalFitness,0.3172199188276824,base
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,OrganismalFitness,0.2342578710018514,base
HSP82_YEAST_Flynn_2019,OrganismalFitness,0.1743468147200499,base
HSP82_YEAST_Mishra_2016,OrganismalFitness,0.3717939709644248,base
HXK4_HUMAN_Gersing_2022_activity,OrganismalFitness,0.5095150915166697,base
HXK4_HUMAN_Gersing_2023_abundance,Expression,0.3283710723821845,base
I6TAH8_I68A0_Doud_2015,OrganismalFitness,0.0102524645307395,base
IF1_ECOLI_Kelsic_2016,OrganismalFitness,0.5501435000377455,base
ILF3_HUMAN_Tsuboyama_2023_2L33,Stability,0.4346683224692588,base
ISDH_STAAW_Tsuboyama_2023_2LHR,Stability,0.4492982071947453,base
KCNE1_HUMAN_Muhammad_2023_expression,Expression,0.129154742959711,base
KCNE1_HUMAN_Muhammad_2023_function,Activity,0.5988125375386785,base
KCNJ2_MOUSE_Coyote-Maestas_2022_function,Activity,0.3788588912936628,base
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,Expression,0.3698158839793004,base
KKA2_KLEPN_Melnikov_2014,OrganismalFitness,0.48741642124907,base
LGK_LIPST_Klesmith_2015,Activity,0.381504808415038,base
LYAM1_HUMAN_Elazar_2016,Expression,0.3362115912847347,base
MAFG_MOUSE_Tsuboyama_2023_1K1V,Stability,0.4709013046805827,base
MBD11_ARATH_Tsuboyama_2023_6ACV,Stability,0.7421616311583668,base
MET_HUMAN_Estevam_2023,Activity,0.5421483554245995,base
MK01_HUMAN_Brenan_2016,OrganismalFitness,0.1951809852987503,base
MLAC_ECOLI_MacRae_2023,OrganismalFitness,0.2727512948152807,base
MSH2_HUMAN_Jia_2020,OrganismalFitness,0.3970042716800577,base
MTH3_HAEAE_RockahShmuel_2015,OrganismalFitness,0.4048635689468516,base
MTHR_HUMAN_Weile_2021,OrganismalFitness,0.4822211571172368,base
MYO3_YEAST_Tsuboyama_2023_2BTT,Stability,0.5833722129073691,base
NCAP_I34A1_Doud_2015,OrganismalFitness,0.0204068989548546,base
NKX31_HUMAN_Tsuboyama_2023_2L9R,Stability,0.6739289781604968,base
NRAM_I33A0_Jiang_2016,OrganismalFitness,0.0050136615645807,base
NUD15_HUMAN_Suiter_2020,Expression,0.459806342612814,base
NUSA_ECOLI_Tsuboyama_2023_1WCL,Stability,0.4047865488372205,base
NUSG_MYCTU_Tsuboyama_2023_2MI6,Stability,0.5096982941805422,base
OBSCN_HUMAN_Tsuboyama_2023_1V1C,Stability,0.8194618594178568,base
ODP2_GEOSE_Tsuboyama_2023_1W4G,Stability,0.1402571275801676,base
OPSD_HUMAN_Wan_2019,Expression,0.5181577752250689,base
OTC_HUMAN_Lo_2023,Activity,0.5116786046894719,base
OTU7A_HUMAN_Tsuboyama_2023_2L2D,Stability,0.5878809707146226,base
OXDA_RHOTO_Vanella_2023_activity,Activity,0.3258054615061049,base
OXDA_RHOTO_Vanella_2023_expression,Expression,0.2976015486434833,base
P53_HUMAN_Giacomelli_2018_Null_Etoposide,OrganismalFitness,0.3143474202152545,base
P53_HUMAN_Giacomelli_2018_Null_Nutlin,OrganismalFitness,0.2897284653620466,base
P53_HUMAN_Giacomelli_2018_WT_Nutlin,OrganismalFitness,0.3620805381649376,base
P53_HUMAN_Kotler_2018,OrganismalFitness,0.6284415611251148,base
P84126_THETH_Chan_2017,OrganismalFitness,0.5590096174869181,base
PA_I34A1_Wu_2015,OrganismalFitness,0.0251310901509895,base
PABP_YEAST_Melamed_2013,OrganismalFitness,0.6483156124160632,base
PAI1_HUMAN_Huttinger_2021,Activity,0.4340650690983354,base
PHOT_CHLRE_Chen_2023,Activity,0.7139445737628272,base
PIN1_HUMAN_Tsuboyama_2023_1I6C,Stability,0.6653968178420093,base
PITX2_HUMAN_Tsuboyama_2023_2L7M,Stability,0.6747474650000139,base
PKN1_HUMAN_Tsuboyama_2023_1URF,Stability,0.4635598281364564,base
POLG_DEN26_Suphatrakul_2023,OrganismalFitness,0.0771172346781457,base
POLG_PESV_Tsuboyama_2023_2MXD,Stability,0.0305109248428312,base
PPARG_HUMAN_Majithia_2016,Activity,0.4564511759897281,base
PPM1D_HUMAN_Miller_2022,OrganismalFitness,0.4700009021542446,base
PR40A_HUMAN_Tsuboyama_2023_1UZC,Stability,0.821353908334925,base
PRKN_HUMAN_Clausen_2023,Expression,0.363120693351832,base
PSAE_PICP2_Tsuboyama_2023_1PSE,Stability,0.6779199200362924,base
PTEN_HUMAN_Matreyek_2021,Expression,0.4619800977652777,base
PTEN_HUMAN_Mighell_2018,Activity,0.5463386954553975,base
Q2N0S5_9HIV1_Haddox_2018,OrganismalFitness,-0.0020856056006383,base
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Binding,0.3642783635443667,base
Q53Z42_HUMAN_McShan_2019_expression,Expression,0.4886433959874456,base
Q59976_STRSQ_Romero_2015,Activity,0.5155601722314042,base
Q6WV12_9MAXI_Somermeyer_2022,Activity,0.0108204647006962,base
Q837P4_ENTFA_Meier_2023,Activity,0.4919157577451623,base
Q837P5_ENTFA_Meier_2023,Activity,0.3341121219548665,base
Q8WTC7_9CNID_Somermeyer_2022,Activity,-0.0233333893477849,base
R1AB_SARS2_Flynn_2022,OrganismalFitness,0.0785007800214347,base
RAD_ANTMA_Tsuboyama_2023_2CJJ,Stability,0.7039564409983169,base
RAF1_HUMAN_Zinkus-Boltz_2019,OrganismalFitness,0.4418541444330806,base
RASH_HUMAN_Bandaru_2017,Activity,0.4868937047739224,base
RASK_HUMAN_Weng_2022_abundance,Expression,0.334755569419065,base
RASK_HUMAN_Weng_2022_binding-DARPin_K55,Binding,0.6206085293097697,base
RBP1_HUMAN_Tsuboyama_2023_2KWH,Stability,0.4912670184318675,base
RCD1_ARATH_Tsuboyama_2023_5OAO,Stability,0.4980694467958997,base
RCRO_LAMBD_Tsuboyama_2023_1ORC,Stability,0.4513277390107139,base
RD23A_HUMAN_Tsuboyama_2023_1IFY,Stability,0.5334688418034916,base
RDRP_I33A0_Li_2023,OrganismalFitness,0.1275429946029264,base
REV_HV1H2_Fernandes_2016,OrganismalFitness,0.1727072738437191,base
RFAH_ECOLI_Tsuboyama_2023_2LCL,Stability,0.0550999909863836,base
RL20_AQUAE_Tsuboyama_2023_1GYZ,Stability,0.486626630415271,base
RL40A_YEAST_Mavor_2016,OrganismalFitness,0.482393523425475,base
RL40A_YEAST_Roscoe_2013,OrganismalFitness,0.5335485589040063,base
RL40A_YEAST_Roscoe_2014,Activity,0.5292010623367496,base
RNC_ECOLI_Weeks_2023,Activity,0.5879407947817329,base
RPC1_BP434_Tsuboyama_2023_1R69,Stability,0.7520462323212898,base
RPC1_LAMBD_Li_2019_high-expression,Activity,0.4009876234876234,base
RPC1_LAMBD_Li_2019_low-expression,Activity,0.3634246309246309,base
RS15_GEOSE_Tsuboyama_2023_1A32,Stability,0.5100514396614692,base
S22A1_HUMAN_Yee_2023_abundance,Expression,0.558274822526065,base
S22A1_HUMAN_Yee_2023_activity,Activity,0.4768319051428976,base
SAV1_MOUSE_Tsuboyama_2023_2YSB,Stability,0.4959036096633907,base
SBI_STAAM_Tsuboyama_2023_2JVG,Stability,0.376190562152332,base
SC6A4_HUMAN_Young_2021,Activity,0.5024752992696557,base
SCIN_STAAR_Tsuboyama_2023_2QFF,Stability,0.2787286268742454,base
SDA_BACSU_Tsuboyama_2023_1PV0,Stability,0.6076243397841845,base
SERC_HUMAN_Xie_2023,OrganismalFitness,0.5294608632148226,base
SHOC2_HUMAN_Kwon_2022,OrganismalFitness,0.267088149847975,base
SOX30_HUMAN_Tsuboyama_2023_7JJK,Stability,0.3326402769352642,base
SPA_STAAU_Tsuboyama_2023_1LP1,Stability,-0.064072440933617,base
SPG1_STRSG_Olson_2014,Binding,0.2641152092821649,base
SPG1_STRSG_Wu_2016,Binding,0.1178648786961805,base
SPG2_STRSG_Tsuboyama_2023_5UBS,Stability,0.4506932277520499,base
SPTN1_CHICK_Tsuboyama_2023_1TUD,Stability,0.6266821287304618,base
SQSTM_MOUSE_Tsuboyama_2023_2RRU,Stability,0.5285653231793216,base
SR43C_ARATH_Tsuboyama_2023_2N88,Stability,0.702325826118306,base
SRBS1_HUMAN_Tsuboyama_2023_2O2W,Stability,0.7312275458052157,base
SRC_HUMAN_Ahler_2019,Activity,0.4899790066853096,base
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,Activity,0.3928479697092169,base
SRC_HUMAN_Nguyen_2022,OrganismalFitness,0.3873821920670972,base
SUMO1_HUMAN_Weile_2017,OrganismalFitness,0.5325123576777951,base
SYUA_HUMAN_Newberry_2020,OrganismalFitness,0.1504009533198786,base
TADBP_HUMAN_Bolognesi_2019,OrganismalFitness,0.0206560677592723,base
TAT_HV1BR_Fernandes_2016,OrganismalFitness,-0.005330055717976,base
TCRG1_MOUSE_Tsuboyama_2023_1E0L,Stability,0.7839607355538444,base
THO1_YEAST_Tsuboyama_2023_2WQG,Stability,0.5478535419580292,base
TNKS2_HUMAN_Tsuboyama_2023_5JRT,Stability,0.5893081094854238,base
TPK1_HUMAN_Weile_2017,OrganismalFitness,0.2531081913034998,base
TPMT_HUMAN_Matreyek_2018,Expression,0.5314075274629948,base
TPOR_HUMAN_Bridgford_2020,OrganismalFitness,0.2944498540949266,base
TRPC_SACS2_Chan_2017,OrganismalFitness,0.6183906472899279,base
TRPC_THEMA_Chan_2017,OrganismalFitness,0.5034705297396569,base
UBC9_HUMAN_Weile_2017,OrganismalFitness,0.4025856463328941,base
UBE4B_HUMAN_Tsuboyama_2023_3L1X,Stability,0.4897266037907048,base
UBR5_HUMAN_Tsuboyama_2023_1I2T,Stability,0.1579197553208712,base
VG08_BPP22_Tsuboyama_2023_2GP8,Stability,0.6011745530835011,base
VILI_CHICK_Tsuboyama_2023_1YU5,Stability,0.6521391108239625,base
VKOR1_HUMAN_Chiasson_2020_abundance,Expression,0.5001029816838769,base
VKOR1_HUMAN_Chiasson_2020_activity,Activity,0.3689394521727852,base
VRPI_BPT7_Tsuboyama_2023_2WNM,Stability,0.5067825686522923,base
YAIA_ECOLI_Tsuboyama_2023_2KVT,Stability,0.5721171008444962,base
YAP1_HUMAN_Araya_2012,Binding,0.4511983109754006,base
YNZC_BACSU_Tsuboyama_2023_2JVD,Stability,0.649897589443943,base
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Binding,0.340688138899032,peint
R1AB_SARS2_Flynn_2022,OrganismalFitness,0.3053422108160747,peint
HIS7_YEAST_Pokusaeva_2019,OrganismalFitness,0.4950380674875078,peint
P53_HUMAN_Giacomelli_2018_Null_Nutlin,OrganismalFitness,0.3006008101969016,peint
ENV_HV1BR_Haddox_2016,OrganismalFitness,0.3352738660237847,peint
IF1_ECOLI_Kelsic_2016,OrganismalFitness,0.3809339970910873,peint
OXDA_RHOTO_Vanella_2023_activity,Activity,0.3937146411165116,peint
RAF1_HUMAN_Zinkus-Boltz_2019,OrganismalFitness,0.4488265839608325,peint
ODP2_GEOSE_Tsuboyama_2023_1W4G,Stability,0.1482096924861941,peint
ARGR_ECOLI_Tsuboyama_2023_1AOY,Stability,0.4457531403102081,peint
HMDH_HUMAN_Jiang_2019,OrganismalFitness,0.3092428843980045,peint
RPC1_LAMBD_Li_2019_low-expression,Activity,0.4061893943687845,peint
I6TAH8_I68A0_Doud_2015,OrganismalFitness,0.264801299153708,peint
TNKS2_HUMAN_Tsuboyama_2023_5JRT,Stability,0.6072516999015101,peint
MLAC_ECOLI_MacRae_2023,OrganismalFitness,0.3348362739549417,peint
SHOC2_HUMAN_Kwon_2022,OrganismalFitness,0.3229571874576946,peint
MK01_HUMAN_Brenan_2016,OrganismalFitness,0.1682074532564698,peint
P84126_THETH_Chan_2017,OrganismalFitness,0.557554665237416,peint
VRPI_BPT7_Tsuboyama_2023_2WNM,Stability,0.5073527760422938,peint
ENVZ_ECOLI_Ghose_2023,Activity,0.2050371420684758,peint
UBR5_HUMAN_Tsuboyama_2023_1I2T,Stability,0.5016886572407091,peint
A4_HUMAN_Seuma_2022,Stability,0.3834173888763484,peint
BLAT_ECOLX_Firnberg_2014,OrganismalFitness,0.7042261289883314,peint
SBI_STAAM_Tsuboyama_2023_2JVG,Stability,0.3406339600845823,peint
CATR_CHLRE_Tsuboyama_2023_2AMI,Stability,0.6621684890975126,peint
ESTA_BACSU_Nutschel_2020,Stability,0.2922424375670328,peint
AACC1_PSEAI_Dandage_2018,OrganismalFitness,0.3387938741398668,peint
A0A2Z5U3Z0_9INFA_Wu_2014,OrganismalFitness,0.4630966091617158,peint
Q59976_STRSQ_Romero_2015,Activity,0.6009863443073483,peint
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,Expression,0.360027272377128,peint
ENV_HV1B9_DuenasDecamp_2016,OrganismalFitness,0.397513725720617,peint
NRAM_I33A0_Jiang_2016,OrganismalFitness,0.4047326081174928,peint
TADBP_HUMAN_Bolognesi_2019,OrganismalFitness,0.0436681052708755,peint
CBPA2_HUMAN_Tsuboyama_2023_1O6X,Stability,0.7579694095219587,peint
KCNE1_HUMAN_Muhammad_2023_expression,Expression,0.0653190642733059,peint
GFP_AEQVI_Sarkisyan_2016,Activity,0.6342001385434746,peint
CASP3_HUMAN_Roychowdhury_2020,Activity,0.645052477362547,peint
A4D664_9INFA_Soh_2019,OrganismalFitness,0.2621547553445233,peint
SERC_HUMAN_Xie_2023,OrganismalFitness,0.5195119086152747,peint
RPC1_BP434_Tsuboyama_2023_1R69,Stability,0.7271835131677077,peint
SRC_HUMAN_Ahler_2019,Activity,0.5149319416314724,peint
CASP7_HUMAN_Roychowdhury_2020,Activity,0.5979782653730659,peint
S22A1_HUMAN_Yee_2023_abundance,Expression,0.5903741428431135,peint
NCAP_I34A1_Doud_2015,OrganismalFitness,0.3563909723498437,peint
A0A192B1T2_9HIV1_Haddox_2018,OrganismalFitness,0.4860106827637163,peint
P53_HUMAN_Giacomelli_2018_WT_Nutlin,OrganismalFitness,0.3217006907779166,peint
FKBP3_HUMAN_Tsuboyama_2023_2KFV,Stability,0.2797881631942543,peint
PPM1D_HUMAN_Miller_2022,OrganismalFitness,0.5383563305869519,peint
TPOR_HUMAN_Bridgford_2020,OrganismalFitness,0.4589387627619835,peint
HCP_LAMBD_Tsuboyama_2023_2L6Q,Stability,0.5830602740703462,peint
TAT_HV1BR_Fernandes_2016,OrganismalFitness,0.2084498114929137,peint
TPMT_HUMAN_Matreyek_2018,Expression,0.5358709262972376,peint
A4GRB6_PSEAI_Chen_2020,OrganismalFitness,0.6583719720072779,peint
SRC_HUMAN_Nguyen_2022,OrganismalFitness,0.4246558535002015,peint
POLG_PESV_Tsuboyama_2023_2MXD,Stability,0.5768447120202463,peint
CP2C9_HUMAN_Amorosi_2021_abundance,Expression,0.6110464159545067,peint
AICDA_HUMAN_Gajula_2014_3cycles,Activity,0.3705292839377513,peint
KKA2_KLEPN_Melnikov_2014,OrganismalFitness,0.5489502805875929,peint
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,Binding,0.2518902547004476,peint
HEM3_HUMAN_Loggerenberg_2023,Activity,0.4342455134006295,peint
TRPC_THEMA_Chan_2017,OrganismalFitness,0.468416952894887,peint
PPARG_HUMAN_Majithia_2016,Activity,0.2926828792292177,peint
HECD1_HUMAN_Tsuboyama_2023_3DKM,Stability,0.3457318925296256,peint
THO1_YEAST_Tsuboyama_2023_2WQG,Stability,0.51100768508628,peint
SR43C_ARATH_Tsuboyama_2023_2N88,Stability,0.6844267469199132,peint
LGK_LIPST_Klesmith_2015,Activity,0.4612526749016728,peint
HXK4_HUMAN_Gersing_2023_abundance,Expression,0.3735621940024015,peint
A0A1I9GEU1_NEIME_Kennouche_2019,Activity,0.0473404673772038,peint
CBX4_HUMAN_Tsuboyama_2023_2K28,Stability,0.6954913902672601,peint
SPTN1_CHICK_Tsuboyama_2023_1TUD,Stability,0.7026334976934867,peint
P53_HUMAN_Kotler_2018,OrganismalFitness,0.6284125084721048,peint
RD23A_HUMAN_Tsuboyama_2023_1IFY,Stability,0.5154669167477468,peint
ACE2_HUMAN_Chan_2020,Binding,0.2455009144181327,peint
PA_I34A1_Wu_2015,OrganismalFitness,0.3509041207611653,peint
MYO3_YEAST_Tsuboyama_2023_2BTT,Stability,0.3866319704337533,peint
KCNJ2_MOUSE_Coyote-Maestas_2022_function,Activity,0.3388242794815463,peint
KCNE1_HUMAN_Muhammad_2023_function,Activity,0.5318399466610764,peint
EPHB2_HUMAN_Tsuboyama_2023_1F0M,Stability,0.819020020322142,peint
GLPA_HUMAN_Elazar_2016,Expression,0.4319292691086831,peint
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,Stability,0.5693002005850124,peint
RCRO_LAMBD_Tsuboyama_2023_1ORC,Stability,0.6084619288938368,peint
RL40A_YEAST_Mavor_2016,OrganismalFitness,0.4921904832535702,peint
DLG4_HUMAN_Faure_2021,OrganismalFitness,0.6440917235570767,peint
ANCSZ_Hobbs_2022,Activity,0.5308113806221549,peint
DYR_ECOLI_Nguyen_2023,OrganismalFitness,0.5236480400448844,peint
RBP1_HUMAN_Tsuboyama_2023_2KWH,Stability,0.4012009515481203,peint
ISDH_STAAW_Tsuboyama_2023_2LHR,Stability,0.3985358513431359,peint
PRKN_HUMAN_Clausen_2023,Expression,0.5520670343675286,peint
PTEN_HUMAN_Matreyek_2021,Expression,0.4569072319971284,peint
A0A247D711_LISMN_Stadelmann_2021,Activity,0.3344427042185271,peint
BLAT_ECOLX_Jacquier_2013,OrganismalFitness,0.6701385602405616,peint
MAFG_MOUSE_Tsuboyama_2023_1K1V,Stability,0.6482772362861277,peint
RL40A_YEAST_Roscoe_2014,Activity,0.5262798475170654,peint
BLAT_ECOLX_Stiffler_2015,OrganismalFitness,0.7107667082610943,peint
RL40A_YEAST_Roscoe_2013,OrganismalFitness,0.5514402521556722,peint
OTU7A_HUMAN_Tsuboyama_2023_2L2D,Stability,0.511131133458029,peint
VKOR1_HUMAN_Chiasson_2020_abundance,Expression,0.5078678402121056,peint
VG08_BPP22_Tsuboyama_2023_2GP8,Stability,0.3829955660000352,peint
SAV1_MOUSE_Tsuboyama_2023_2YSB,Stability,0.4278703570479473,peint
CUE1_YEAST_Tsuboyama_2023_2MYX,Stability,0.4695937557571851,peint
SDA_BACSU_Tsuboyama_2023_1PV0,Stability,0.5105961556110545,peint
MSH2_HUMAN_Jia_2020,OrganismalFitness,0.3800129696533306,peint
PITX2_HUMAN_Tsuboyama_2023_2L7M,Stability,0.5149043956996227,peint
PAI1_HUMAN_Huttinger_2021,Activity,0.411370885933831,peint
CBS_HUMAN_Sun_2020,OrganismalFitness,0.3683901905497749,peint
DN7A_SACS2_Tsuboyama_2023_1JIC,Stability,0.4381434470481606,peint
OPSD_HUMAN_Wan_2019,Expression,0.489562685331125,peint
CP2C9_HUMAN_Amorosi_2021_activity,Binding,0.6584479949973685,peint
SC6A4_HUMAN_Young_2021,Activity,0.4433336270763314,peint
TPK1_HUMAN_Weile_2017,OrganismalFitness,0.2710184269412398,peint
UBC9_HUMAN_Weile_2017,OrganismalFitness,0.5024799490334749,peint
HXK4_HUMAN_Gersing_2022_activity,OrganismalFitness,0.4878152805492853,peint
ILF3_HUMAN_Tsuboyama_2023_2L33,Stability,0.4232358315582581,peint
RL20_AQUAE_Tsuboyama_2023_1GYZ,Stability,0.6809978145892851,peint
SCIN_STAAR_Tsuboyama_2023_2QFF,Stability,0.2315830343503613,peint
RPC1_LAMBD_Li_2019_high-expression,Activity,0.4197033813203044,peint
DYR_ECOLI_Thompson_2019,OrganismalFitness,0.4595690757166641,peint
PTEN_HUMAN_Mighell_2018,Activity,0.5301928250764822,peint
HSP82_YEAST_Mishra_2016,OrganismalFitness,0.5079831462420878,peint
OBSCN_HUMAN_Tsuboyama_2023_1V1C,Stability,0.7457013810965638,peint
NUSA_ECOLI_Tsuboyama_2023_1WCL,Stability,0.6863964816682738,peint
FECA_ECOLI_Tsuboyama_2023_2D1U,Stability,0.4974199792524358,peint
RAD_ANTMA_Tsuboyama_2023_2CJJ,Stability,0.6010488571694782,peint
CAPSD_AAV2S_Sinai_2021,OrganismalFitness,0.2064798323064348,peint
PHOT_CHLRE_Chen_2023,Activity,0.5942374559906866,peint
GDIA_HUMAN_Silverstein_2021,OrganismalFitness,0.4719735129601045,peint
DNJA1_HUMAN_Tsuboyama_2023_2LO1,Stability,0.7773351353135648,peint
MET_HUMAN_Estevam_2023,Activity,0.543561794777571,peint
SPA_STAAU_Tsuboyama_2023_1LP1,Stability,0.3737117034247496,peint
Q6WV12_9MAXI_Somermeyer_2022,Activity,0.3305562302302057,peint
RFAH_ECOLI_Tsuboyama_2023_2LCL,Stability,0.1352067544090641,peint
MTH3_HAEAE_RockahShmuel_2015,OrganismalFitness,0.6131745836956749,peint
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,OrganismalFitness,0.3760108472683668,peint
RCD1_ARATH_Tsuboyama_2023_5OAO,Stability,0.4805197687719882,peint
SRBS1_HUMAN_Tsuboyama_2023_2O2W,Stability,0.6546057381158893,peint
PR40A_HUMAN_Tsuboyama_2023_1UZC,Stability,0.7726262836323229,peint
MTHR_HUMAN_Weile_2021,OrganismalFitness,0.384731590983167,peint
BLAT_ECOLX_Deng_2012,OrganismalFitness,0.50753995958711,peint
PKN1_HUMAN_Tsuboyama_2023_1URF,Stability,0.3562470942460031,peint
SOX30_HUMAN_Tsuboyama_2023_7JJK,Stability,0.2023323187647512,peint
NUSG_MYCTU_Tsuboyama_2023_2MI6,Stability,0.4578518180662723,peint
GRB2_HUMAN_Faure_2021,OrganismalFitness,0.5775640858579173,peint
C6KNH7_9INFA_Lee_2018,OrganismalFitness,0.3330271943684537,peint
RASK_HUMAN_Weng_2022_abundance,Expression,0.2530212638409274,peint
RDRP_I33A0_Li_2023,OrganismalFitness,0.3938542776026393,peint
MBD11_ARATH_Tsuboyama_2023_6ACV,Stability,0.7606762335258538,peint
SPG2_STRSG_Tsuboyama_2023_5UBS,Stability,0.4842599020106217,peint
YNZC_BACSU_Tsuboyama_2023_2JVD,Stability,0.6052125240395172,peint
Q837P4_ENTFA_Meier_2023,Activity,0.5259341438808166,peint
Q2N0S5_9HIV1_Haddox_2018,OrganismalFitness,0.496807889512138,peint
Q53Z42_HUMAN_McShan_2019_expression,Expression,0.5309319994765322,peint
YAP1_HUMAN_Araya_2012,Binding,0.3435881392306785,peint
