family,assay_type,spearman,model
GDIA_HUMAN_Silverstein_2021,OrganismalFitness,0.4579224590869846,base
GFP_AEQVI_Sarkisyan_2016,Activity,0.1179940911392131,base
GLPA_HUMAN_Elazar_2016,Expression,0.4475179748736576,base
GRB2_HUMAN_Faure_2021,OrganismalFitness,0.6263780959928716,base
HCP_LAMBD_Tsuboyama_2023_2L6Q,Stability,0.6539260643160132,base
HECD1_HUMAN_Tsuboyama_2023_3DKM,Stability,0.4055566451107161,base
HEM3_HUMAN_Loggerenberg_2023,Activity,0.406188038092491,base
HIS7_YEAST_Pokusaeva_2019,OrganismalFitness,0.4736440777713181,base
HMDH_HUMAN_Jiang_2019,OrganismalFitness,0.4894069739376374,base
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,OrganismalFitness,0.3832299524446813,base
HSP82_YEAST_Flynn_2019,OrganismalFitness,0.3754218044624185,base
HSP82_YEAST_Mishra_2016,OrganismalFitness,0.4932007045103239,base
HXK4_HUMAN_Gersing_2022_activity,OrganismalFitness,0.504093447550962,base
HXK4_HUMAN_Gersing_2023_abundance,Expression,0.3947688498783985,base
I6TAH8_I68A0_Doud_2015,OrganismalFitness,0.0061617733046717,base
IF1_ECOLI_Kelsic_2016,OrganismalFitness,0.5485547343526883,base
ILF3_HUMAN_Tsuboyama_2023_2L33,Stability,0.3941329104316411,base
ISDH_STAAW_Tsuboyama_2023_2LHR,Stability,0.4709551291081259,base
KCNE1_HUMAN_Muhammad_2023_expression,Expression,0.0762524064385571,base
KCNE1_HUMAN_Muhammad_2023_function,Activity,0.6068248672414238,base
KCNJ2_MOUSE_Coyote-Maestas_2022_function,Activity,0.3645745871886217,base
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,Expression,0.3287855288411571,base
KKA2_KLEPN_Melnikov_2014,OrganismalFitness,0.6526508964704318,base
LGK_LIPST_Klesmith_2015,Activity,0.4175778522653919,base
LYAM1_HUMAN_Elazar_2016,Expression,0.3236293261383553,base
MAFG_MOUSE_Tsuboyama_2023_1K1V,Stability,0.5492766688320749,base
MBD11_ARATH_Tsuboyama_2023_6ACV,Stability,0.7858854370438211,base
MET_HUMAN_Estevam_2023,Activity,0.5823716361622581,base
MK01_HUMAN_Brenan_2016,OrganismalFitness,0.1962039126611806,base
MLAC_ECOLI_MacRae_2023,OrganismalFitness,0.3773641358651911,base
MSH2_HUMAN_Jia_2020,OrganismalFitness,0.3853159347597625,base
MTH3_HAEAE_RockahShmuel_2015,OrganismalFitness,0.6427618363262947,base
MTHR_HUMAN_Weile_2021,OrganismalFitness,0.4769780178708774,base
MYO3_YEAST_Tsuboyama_2023_2BTT,Stability,0.6303249115991948,base
NCAP_I34A1_Doud_2015,OrganismalFitness,0.02146083940532,base
NKX31_HUMAN_Tsuboyama_2023_2L9R,Stability,0.5400681198674395,base
NRAM_I33A0_Jiang_2016,OrganismalFitness,-0.0644677231653955,base
NUD15_HUMAN_Suiter_2020,Expression,0.6564125961100279,base
NUSA_ECOLI_Tsuboyama_2023_1WCL,Stability,0.5027392794421158,base
NUSG_MYCTU_Tsuboyama_2023_2MI6,Stability,0.4422128256541339,base
OBSCN_HUMAN_Tsuboyama_2023_1V1C,Stability,0.8201441769482274,base
ODP2_GEOSE_Tsuboyama_2023_1W4G,Stability,0.1866381139429695,base
OPSD_HUMAN_Wan_2019,Expression,0.5063402231086938,base
OTC_HUMAN_Lo_2023,Activity,0.5243774913871689,base
OTU7A_HUMAN_Tsuboyama_2023_2L2D,Stability,0.6362334436459056,base
OXDA_RHOTO_Vanella_2023_activity,Activity,0.3587728428355595,base
OXDA_RHOTO_Vanella_2023_expression,Expression,0.3337240233866042,base
P53_HUMAN_Giacomelli_2018_Null_Etoposide,OrganismalFitness,0.4628823384199481,base
P53_HUMAN_Giacomelli_2018_Null_Nutlin,OrganismalFitness,0.4417028998359644,base
P53_HUMAN_Giacomelli_2018_WT_Nutlin,OrganismalFitness,0.4836766834307928,base
P53_HUMAN_Kotler_2018,OrganismalFitness,0.6886951684331415,base
P84126_THETH_Chan_2017,OrganismalFitness,0.6145975730589122,base
PA_I34A1_Wu_2015,OrganismalFitness,0.0144150454846407,base
PABP_YEAST_Melamed_2013,OrganismalFitness,0.714662029524541,base
PAI1_HUMAN_Huttinger_2021,Activity,0.4617252890866923,base
PHOT_CHLRE_Chen_2023,Activity,0.7566793238253428,base
PIN1_HUMAN_Tsuboyama_2023_1I6C,Stability,0.6811876114848678,base
PITX2_HUMAN_Tsuboyama_2023_2L7M,Stability,0.4367349702654684,base
PKN1_HUMAN_Tsuboyama_2023_1URF,Stability,0.5184755907857009,base
POLG_DEN26_Suphatrakul_2023,OrganismalFitness,0.0617389487358376,base
POLG_PESV_Tsuboyama_2023_2MXD,Stability,0.2498119774860382,base
PPARG_HUMAN_Majithia_2016,Activity,0.571440602097805,base
PPM1D_HUMAN_Miller_2022,OrganismalFitness,0.6126332614662006,base
PR40A_HUMAN_Tsuboyama_2023_1UZC,Stability,0.8048930281903034,base
PRKN_HUMAN_Clausen_2023,Expression,0.4248239456604983,base
PSAE_PICP2_Tsuboyama_2023_1PSE,Stability,0.6402583997989666,base
PTEN_HUMAN_Matreyek_2021,Expression,0.4806643476471166,base
PTEN_HUMAN_Mighell_2018,Activity,0.555000853380429,base
Q2N0S5_9HIV1_Haddox_2018,OrganismalFitness,0.5119767387459639,base
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Binding,0.3030425704481528,base
Q53Z42_HUMAN_McShan_2019_expression,Expression,0.5205747653977093,base
Q59976_STRSQ_Romero_2015,Activity,0.6523756102412844,base
Q6WV12_9MAXI_Somermeyer_2022,Activity,0.0016220221749374,base
Q837P4_ENTFA_Meier_2023,Activity,0.511311136701038,base
Q837P5_ENTFA_Meier_2023,Activity,0.3341948338081235,base
Q8WTC7_9CNID_Somermeyer_2022,Activity,-0.0123103765865194,base
R1AB_SARS2_Flynn_2022,OrganismalFitness,-0.0434718255882958,base
RAD_ANTMA_Tsuboyama_2023_2CJJ,Stability,0.38337267798807,base
RAF1_HUMAN_Zinkus-Boltz_2019,OrganismalFitness,0.4731535863009283,base
RASH_HUMAN_Bandaru_2017,Activity,0.4220867870390445,base
RASK_HUMAN_Weng_2022_abundance,Expression,0.1704527605057565,base
RASK_HUMAN_Weng_2022_binding-DARPin_K55,Binding,0.6445458939319364,base
RBP1_HUMAN_Tsuboyama_2023_2KWH,Stability,0.4820966941082115,base
RCD1_ARATH_Tsuboyama_2023_5OAO,Stability,0.5148220472371394,base
RCRO_LAMBD_Tsuboyama_2023_1ORC,Stability,0.5681629470042152,base
RD23A_HUMAN_Tsuboyama_2023_1IFY,Stability,0.5067231613334341,base
RDRP_I33A0_Li_2023,OrganismalFitness,0.073575517648414,base
REV_HV1H2_Fernandes_2016,OrganismalFitness,0.1424209615359295,base
RFAH_ECOLI_Tsuboyama_2023_2LCL,Stability,0.2944573360463525,base
RL20_AQUAE_Tsuboyama_2023_1GYZ,Stability,0.6684484699886795,base
RL40A_YEAST_Mavor_2016,OrganismalFitness,0.3978478009438632,base
RL40A_YEAST_Roscoe_2013,OrganismalFitness,0.4500664565314255,base
RL40A_YEAST_Roscoe_2014,Activity,0.332290911956747,base
RNC_ECOLI_Weeks_2023,Activity,0.6118107044906477,base
RPC1_BP434_Tsuboyama_2023_1R69,Stability,0.7492558265877567,base
RPC1_LAMBD_Li_2019_high-expression,Activity,0.5550015317928669,base
RPC1_LAMBD_Li_2019_low-expression,Activity,0.5535133885473783,base
RS15_GEOSE_Tsuboyama_2023_1A32,Stability,0.367654743043633,base
S22A1_HUMAN_Yee_2023_abundance,Expression,0.6022096349897762,base
S22A1_HUMAN_Yee_2023_activity,Activity,0.5128512779707877,base
SAV1_MOUSE_Tsuboyama_2023_2YSB,Stability,0.5482469730153597,base
SBI_STAAM_Tsuboyama_2023_2JVG,Stability,0.5700769929533942,base
SC6A4_HUMAN_Young_2021,Activity,0.5519219001330767,base
SCIN_STAAR_Tsuboyama_2023_2QFF,Stability,0.2951789858407702,base
SDA_BACSU_Tsuboyama_2023_1PV0,Stability,0.6160216650522352,base
SERC_HUMAN_Xie_2023,OrganismalFitness,0.5478454385812072,base
SHOC2_HUMAN_Kwon_2022,OrganismalFitness,0.2878115184103557,base
SOX30_HUMAN_Tsuboyama_2023_7JJK,Stability,0.2841284985332508,base
SPA_STAAU_Tsuboyama_2023_1LP1,Stability,-0.1252902740053961,base
SPG1_STRSG_Olson_2014,Binding,0.3019154521293457,base
SPG1_STRSG_Wu_2016,Binding,0.1377256245935635,base
SPG2_STRSG_Tsuboyama_2023_5UBS,Stability,0.4777265740061801,base
SPTN1_CHICK_Tsuboyama_2023_1TUD,Stability,0.650480449437944,base
SQSTM_MOUSE_Tsuboyama_2023_2RRU,Stability,0.5694342918098694,base
SR43C_ARATH_Tsuboyama_2023_2N88,Stability,0.7069401179509692,base
SRBS1_HUMAN_Tsuboyama_2023_2O2W,Stability,0.7377041922814214,base
SRC_HUMAN_Ahler_2019,Activity,0.551124474428531,base
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,Activity,0.4722232521709351,base
SRC_HUMAN_Nguyen_2022,OrganismalFitness,0.4663072946785348,base
SUMO1_HUMAN_Weile_2017,OrganismalFitness,0.3858180941409877,base
SYUA_HUMAN_Newberry_2020,OrganismalFitness,0.1818343715778149,base
TADBP_HUMAN_Bolognesi_2019,OrganismalFitness,-0.011971323473695,base
TAT_HV1BR_Fernandes_2016,OrganismalFitness,0.4499021343979901,base
TCRG1_MOUSE_Tsuboyama_2023_1E0L,Stability,0.7614007744469634,base
THO1_YEAST_Tsuboyama_2023_2WQG,Stability,0.581263551023493,base
TNKS2_HUMAN_Tsuboyama_2023_5JRT,Stability,0.5425129319321252,base
TPK1_HUMAN_Weile_2017,OrganismalFitness,0.271500568037998,base
TPMT_HUMAN_Matreyek_2018,Expression,0.5606902414291325,base
TPOR_HUMAN_Bridgford_2020,OrganismalFitness,0.3171370353596982,base
TRPC_SACS2_Chan_2017,OrganismalFitness,0.6290060431309441,base
TRPC_THEMA_Chan_2017,OrganismalFitness,0.4794968485862061,base
UBC9_HUMAN_Weile_2017,OrganismalFitness,0.498703072718429,base
UBE4B_HUMAN_Tsuboyama_2023_3L1X,Stability,0.4880087218457913,base
UBR5_HUMAN_Tsuboyama_2023_1I2T,Stability,0.5648877047915803,base
VG08_BPP22_Tsuboyama_2023_2GP8,Stability,0.5603360345844288,base
VILI_CHICK_Tsuboyama_2023_1YU5,Stability,0.6587433915893117,base
VKOR1_HUMAN_Chiasson_2020_abundance,Expression,0.4458726173320706,base
VKOR1_HUMAN_Chiasson_2020_activity,Activity,0.4143144888087345,base
VRPI_BPT7_Tsuboyama_2023_2WNM,Stability,0.6272060278473401,base
YAIA_ECOLI_Tsuboyama_2023_2KVT,Stability,0.2285092530680535,base
YAP1_HUMAN_Araya_2012,Binding,0.3956985569474713,base
YNZC_BACSU_Tsuboyama_2023_2JVD,Stability,0.5894241177965341,base
PTEN_HUMAN_Matreyek_2021,Expression,0.4649987084258197,peint
A0A1I9GEU1_NEIME_Kennouche_2019,Activity,0.0569734836039155,peint
SPTN1_CHICK_Tsuboyama_2023_1TUD,Stability,0.6733439817488999,peint
BLAT_ECOLX_Jacquier_2013,OrganismalFitness,0.6734663164305071,peint
MET_HUMAN_Estevam_2023,Activity,0.5488899848336376,peint
RD23A_HUMAN_Tsuboyama_2023_1IFY,Stability,0.4530022579242589,peint
BLAT_ECOLX_Stiffler_2015,OrganismalFitness,0.7052957564836028,peint
TPOR_HUMAN_Bridgford_2020,OrganismalFitness,0.2783977813088426,peint
SRC_HUMAN_Ahler_2019,Activity,0.4709167237692601,peint
HECD1_HUMAN_Tsuboyama_2023_3DKM,Stability,0.368863456048857,peint
KCNE1_HUMAN_Muhammad_2023_function,Activity,0.52735450956698,peint
RPC1_BP434_Tsuboyama_2023_1R69,Stability,0.708846253973938,peint
SR43C_ARATH_Tsuboyama_2023_2N88,Stability,0.6867055857507726,peint
S22A1_HUMAN_Yee_2023_abundance,Expression,0.5805604384463965,peint
RDRP_I33A0_Li_2023,OrganismalFitness,0.374668374156008,peint
P53_HUMAN_Giacomelli_2018_WT_Nutlin,OrganismalFitness,0.3100480846894484,peint
PPM1D_HUMAN_Miller_2022,OrganismalFitness,0.5610747480481872,peint
NRAM_I33A0_Jiang_2016,OrganismalFitness,0.4667710059700397,peint
AICDA_HUMAN_Gajula_2014_3cycles,Activity,0.4190149287202222,peint
PPARG_HUMAN_Majithia_2016,Activity,0.5346766701721368,peint
CASP3_HUMAN_Roychowdhury_2020,Activity,0.6220632711984844,peint
A4D664_9INFA_Soh_2019,OrganismalFitness,0.1964998088175352,peint
LGK_LIPST_Klesmith_2015,Activity,0.4421377007213555,peint
FKBP3_HUMAN_Tsuboyama_2023_2KFV,Stability,0.3870208414891711,peint
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,OrganismalFitness,0.3927894377078369,peint
CASP7_HUMAN_Roychowdhury_2020,Activity,0.6130923918144625,peint
R1AB_SARS2_Flynn_2022,OrganismalFitness,0.1623904350872479,peint
OTU7A_HUMAN_Tsuboyama_2023_2L2D,Stability,0.469856118308288,peint
Q8WTC7_9CNID_Somermeyer_2022,Activity,0.3145472624143471,peint
UBR5_HUMAN_Tsuboyama_2023_1I2T,Stability,0.4803846311074594,peint
IF1_ECOLI_Kelsic_2016,OrganismalFitness,0.4415664889175715,peint
SC6A4_HUMAN_Young_2021,Activity,0.4949606327834897,peint
ENV_HV1BR_Haddox_2016,OrganismalFitness,0.3243173027303263,peint
HMDH_HUMAN_Jiang_2019,OrganismalFitness,0.4186049377540142,peint
A0A2Z5U3Z0_9INFA_Doud_2016,OrganismalFitness,0.4467851992918376,peint
CATR_CHLRE_Tsuboyama_2023_2AMI,Stability,0.614617614888413,peint
D7PM05_CLYGR_Somermeyer_2022,Activity,0.5754595592201432,peint
P53_HUMAN_Giacomelli_2018_Null_Etoposide,OrganismalFitness,0.3262430934747987,peint
CP2C9_HUMAN_Amorosi_2021_abundance,Expression,0.5854662830635441,peint
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,Stability,0.512067515794316,peint
SHOC2_HUMAN_Kwon_2022,OrganismalFitness,0.3411930695491942,peint
VKOR1_HUMAN_Chiasson_2020_abundance,Expression,0.4449305591224212,peint
VRPI_BPT7_Tsuboyama_2023_2WNM,Stability,0.4431012242761576,peint
TPMT_HUMAN_Matreyek_2018,Expression,0.5178670755283608,peint
TAT_HV1BR_Fernandes_2016,OrganismalFitness,0.3202870992048527,peint
ENVZ_ECOLI_Ghose_2023,Activity,0.1767130340690303,peint
ENV_HV1B9_DuenasDecamp_2016,OrganismalFitness,0.3329828321279391,peint
CBS_HUMAN_Sun_2020,OrganismalFitness,0.367599415591586,peint
RPC1_LAMBD_Li_2019_low-expression,Activity,0.4916932724597986,peint
RL40A_YEAST_Roscoe_2014,Activity,0.3436451268200954,peint
EPHB2_HUMAN_Tsuboyama_2023_1F0M,Stability,0.8057946604555248,peint
PRKN_HUMAN_Clausen_2023,Expression,0.5600079825542168,peint
SBI_STAAM_Tsuboyama_2023_2JVG,Stability,0.5417402909580536,peint
KKA2_KLEPN_Melnikov_2014,OrganismalFitness,0.589095154099444,peint
ODP2_GEOSE_Tsuboyama_2023_1W4G,Stability,0.1119942565366895,peint
CAPSD_AAV2S_Sinai_2021,OrganismalFitness,0.2897604533879342,peint
ARGR_ECOLI_Tsuboyama_2023_1AOY,Stability,0.4992979036828452,peint
RL40A_YEAST_Roscoe_2013,OrganismalFitness,0.4381246921105821,peint
CALM1_HUMAN_Weile_2017,OrganismalFitness,0.2300962001877204,peint
RASK_HUMAN_Weng_2022_binding-DARPin_K55,Binding,0.5972685988992238,peint
HIS7_YEAST_Pokusaeva_2019,OrganismalFitness,0.5475109199905466,peint
MTH3_HAEAE_RockahShmuel_2015,OrganismalFitness,0.657719523586805,peint
GFP_AEQVI_Sarkisyan_2016,Activity,0.6581150374974364,peint
OTC_HUMAN_Lo_2023,Activity,0.539009431641974,peint
MAFG_MOUSE_Tsuboyama_2023_1K1V,Stability,0.6327062420742101,peint
SAV1_MOUSE_Tsuboyama_2023_2YSB,Stability,0.438452212495375,peint
DLG4_HUMAN_Faure_2021,OrganismalFitness,0.5763230942965443,peint
Q6WV12_9MAXI_Somermeyer_2022,Activity,0.357000787551863,peint
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,Activity,0.39758215687559,peint
VG08_BPP22_Tsuboyama_2023_2GP8,Stability,0.3301445080271676,peint
A4_HUMAN_Seuma_2022,Stability,0.4943993663537336,peint
DYR_ECOLI_Nguyen_2023,OrganismalFitness,0.4938277565135446,peint
P53_HUMAN_Giacomelli_2018_Null_Nutlin,OrganismalFitness,0.3127868205171111,peint
ESTA_BACSU_Nutschel_2020,Stability,0.3030925361886419,peint
SUMO1_HUMAN_Weile_2017,OrganismalFitness,0.3573709787980885,peint
MYO3_YEAST_Tsuboyama_2023_2BTT,Stability,0.432924022966432,peint
TNKS2_HUMAN_Tsuboyama_2023_5JRT,Stability,0.5219698515065702,peint
HXK4_HUMAN_Gersing_2022_activity,OrganismalFitness,0.4572295637709886,peint
AACC1_PSEAI_Dandage_2018,OrganismalFitness,0.4692686369262224,peint
RBP1_HUMAN_Tsuboyama_2023_2KWH,Stability,0.3672882972189971,peint
ISDH_STAAW_Tsuboyama_2023_2LHR,Stability,0.4154594818798524,peint
A0A2Z5U3Z0_9INFA_Wu_2014,OrganismalFitness,0.4243528906237139,peint
Q59976_STRSQ_Romero_2015,Activity,0.6306319459737392,peint
HSP82_YEAST_Flynn_2019,OrganismalFitness,0.3682566901295916,peint
RCRO_LAMBD_Tsuboyama_2023_1ORC,Stability,0.57711979266585,peint
ADRB2_HUMAN_Jones_2020,Activity,0.5150338189495007,peint
HXK4_HUMAN_Gersing_2023_abundance,Expression,0.3906956650857774,peint
POLG_PESV_Tsuboyama_2023_2MXD,Stability,0.5453334914911819,peint
HCP_LAMBD_Tsuboyama_2023_2L6Q,Stability,0.6108648744339347,peint
THO1_YEAST_Tsuboyama_2023_2WQG,Stability,0.5898493584398499,peint
SRC_HUMAN_Nguyen_2022,OrganismalFitness,0.3940585031748308,peint
CBPA2_HUMAN_Tsuboyama_2023_1O6X,Stability,0.7386964712476412,peint
ACE2_HUMAN_Chan_2020,Binding,0.2224925600398848,peint
CD19_HUMAN_Klesmith_2019_FMC_singles,Binding,0.230743944265885,peint
F7YBW8_MESOW_Ding_2023,OrganismalFitness,0.4212949743883591,peint
SERC_HUMAN_Xie_2023,OrganismalFitness,0.5391914105046085,peint
CBX4_HUMAN_Tsuboyama_2023_2K28,Stability,0.6390150992165133,peint
SPG1_STRSG_Wu_2016,Binding,0.0196974454709832,peint
BLAT_ECOLX_Firnberg_2014,OrganismalFitness,0.7113456499486057,peint
NCAP_I34A1_Doud_2015,OrganismalFitness,0.2848600349232345,peint
TRPC_THEMA_Chan_2017,OrganismalFitness,0.411204309463423,peint
P53_HUMAN_Kotler_2018,OrganismalFitness,0.5718683155146524,peint
NUD15_HUMAN_Suiter_2020,Expression,0.618194448265904,peint
GAL4_YEAST_Kitzman_2015,OrganismalFitness,0.4194564357636805,peint
RASK_HUMAN_Weng_2022_abundance,Expression,0.2264592516100901,peint
RASH_HUMAN_Bandaru_2017,Activity,0.3900084466556238,peint
BLAT_ECOLX_Deng_2012,OrganismalFitness,0.517314530369003,peint
SPA_STAAU_Tsuboyama_2023_1LP1,Stability,0.4574559433906218,peint
PKN1_HUMAN_Tsuboyama_2023_1URF,Stability,0.4189330787610139,peint
NUSG_MYCTU_Tsuboyama_2023_2MI6,Stability,0.4343742638771035,peint
KCNE1_HUMAN_Muhammad_2023_expression,Expression,0.0742681883241015,peint
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,Expression,0.3038177189349847,peint
VKOR1_HUMAN_Chiasson_2020_activity,Activity,0.3658167014744133,peint
SPG2_STRSG_Tsuboyama_2023_5UBS,Stability,0.5044713541916425,peint
YNZC_BACSU_Tsuboyama_2023_2JVD,Stability,0.5750638560907366,peint
MTHR_HUMAN_Weile_2021,OrganismalFitness,0.3240459737539433,peint
SYUA_HUMAN_Newberry_2020,OrganismalFitness,0.2108133856667,peint
OXDA_RHOTO_Vanella_2023_expression,Expression,0.3220189014451453,peint
GRB2_HUMAN_Faure_2021,OrganismalFitness,0.5407711586632915,peint
PABP_YEAST_Melamed_2013,OrganismalFitness,0.6252897305650001,peint
C6KNH7_9INFA_Lee_2018,OrganismalFitness,0.3394634693327387,peint
PA_I34A1_Wu_2015,OrganismalFitness,0.2186201905550135,peint
DLG4_RAT_McLaughlin_2012,Binding,0.4768445372021275,peint
PHOT_CHLRE_Chen_2023,Activity,0.5961390947612343,peint
RCD1_ARATH_Tsuboyama_2023_5OAO,Stability,0.3764309167422619,peint
RFAH_ECOLI_Tsuboyama_2023_2LCL,Stability,0.2651585216668402,peint
YAP1_HUMAN_Araya_2012,Binding,0.2617075309044634,peint
GCN4_YEAST_Staller_2018,Binding,0.1882906292531788,peint
REV_HV1H2_Fernandes_2016,OrganismalFitness,0.2602516098867207,peint
HEM3_HUMAN_Loggerenberg_2023,Activity,0.4016110489811403,peint
SDA_BACSU_Tsuboyama_2023_1PV0,Stability,0.4661400232700812,peint
NUSA_ECOLI_Tsuboyama_2023_1WCL,Stability,0.6176228588533618,peint
FECA_ECOLI_Tsuboyama_2023_2D1U,Stability,0.5027214620772908,peint
A0A247D711_LISMN_Stadelmann_2021,Activity,0.3152460465522427,peint
F7YBW8_MESOW_Aakre_2015,OrganismalFitness,0.4425712156279565,peint
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Binding,0.3035826435802767,peint
ANCSZ_Hobbs_2022,Activity,0.529161084236222,peint
UBE4B_HUMAN_Tsuboyama_2023_3L1X,Stability,0.4010172426461049,peint
GDIA_HUMAN_Silverstein_2021,OrganismalFitness,0.4432227818676166,peint
TPK1_HUMAN_Weile_2017,OrganismalFitness,0.2697336976274419,peint
KCNJ2_MOUSE_Coyote-Maestas_2022_function,Activity,0.3138661297155909,peint
UBC9_HUMAN_Weile_2017,OrganismalFitness,0.4589397422311131,peint
I6TAH8_I68A0_Doud_2015,OrganismalFitness,0.2314369560688162,peint
MLAC_ECOLI_MacRae_2023,OrganismalFitness,0.3472688072885633,peint
A0A192B1T2_9HIV1_Haddox_2018,OrganismalFitness,0.4786703173930783,peint
SQSTM_MOUSE_Tsuboyama_2023_2RRU,Stability,0.568328353357564,peint
DN7A_SACS2_Tsuboyama_2023_1JIC,Stability,0.3873516200244039,peint
CP2C9_HUMAN_Amorosi_2021_activity,Binding,0.6150292038931628,peint
AMIE_PSEAE_Wrenbeck_2017,Activity,0.514069463872717,peint
P84126_THETH_Chan_2017,OrganismalFitness,0.5440133412728132,peint
LYAM1_HUMAN_Elazar_2016,Expression,0.3882044905081732,peint
MK01_HUMAN_Brenan_2016,OrganismalFitness,0.1428600020237248,peint
CUE1_YEAST_Tsuboyama_2023_2MYX,Stability,0.490205158342552,peint
